Code du département.1;Nom.12;%Voix/Exp;annee
FR-24;24;3.59;01/01/2022
FR-25;24;1.8;01/01/2022
FR-26;24;2.32;01/01/2022
FR-27;24;2.21;01/01/2022
FR-28;24;1.94;01/01/2022
FR-29;24;2.83;01/01/2022
FR-30;24;2.93;01/01/2022
FR-31;24;2.23;01/01/2022
FR-32;24;2.69;01/01/2022
FR-33;24;2.41;01/01/2022
FR-34;24;2.22;01/01/2022
FR-35;24;2.13;01/01/2022
FR-36;24;3.06;01/01/2022
FR-37;24;2.39;01/01/2022
FR-38;24;2.19;01/01/2022
FR-39;24;2.18;01/01/2022
FR-40;24;3.17;01/01/2022
FR-41;24;2.49;01/01/2022
FR-42;24;2.34;01/01/2022
FR-43;24;2.5;01/01/2022
FR-44;24;2.28;01/01/2022
FR-45;24;2.24;01/01/2022
FR-46;24;3.25;01/01/2022
FR-47;24;2.7;01/01/2022
FR-48;24;2.86;01/01/2022
FR-49;24;1.89;01/01/2022
FR-50;24;2.59;01/01/2022
FR-51;24;1.94;01/01/2022
FR-52;24;1.95;01/01/2022
FR-53;24;1.98;01/01/2022
FR-54;24;2.25;01/01/2022
FR-55;24;1.99;01/01/2022
FR-56;24;2.47;01/01/2022
FR-57;24;1.67;01/01/2022
FR-58;24;3.81;01/01/2022
FR-59;24;3.6;01/01/2022
FR-60;24;2.2;01/01/2022
FR-61;24;2.16;01/01/2022
FR-62;24;3.31;01/01/2022
FR-63;24;3.56;01/01/2022
FR-64;24;2.53;01/01/2022
FR-65;24;3.37;01/01/2022
FR-66;24;2.42;01/01/2022
FR-67;24;1.22;01/01/2022
FR-68;24;1.21;01/01/2022
FR-69;24;1.75;01/01/2022
FR-70;24;2.1;01/01/2022
FR-71;24;2.48;01/01/2022
FR-72;24;2.33;01/01/2022
FR-73;24;2.25;01/01/2022
FR-74;24;1.4;01/01/2022
FR-75;24;1.64;01/01/2022
FR-76;24;3.09;01/01/2022
FR-77;24;1.94;01/01/2022
FR-78;24;1.59;01/01/2022
FR-79;24;2.18;01/01/2022
FR-80;24;2.58;01/01/2022
FR-81;24;2.31;01/01/2022
FR-82;24;2.49;01/01/2022
FR-83;24;1.78;01/01/2022
FR-84;24;2.06;01/01/2022
FR-85;24;1.94;01/01/2022
FR-86;24;2.77;01/01/2022
FR-87;24;3.97;01/01/2022
FR-88;24;1.89;01/01/2022
FR-89;24;2.28;01/01/2022
FR-90;24;2.13;01/01/2022
FR-91;24;2.27;01/01/2022
FR-92;24;1.7;01/01/2022
FR-93;24;2.14;01/01/2022
FR-94;24;2.54;01/01/2022
FR-95;24;1.9;01/01/2022
FR-01;29;27.69;01/01/2022
FR-02;29;22.09;01/01/2022
FR-03;29;26.73;01/01/2022
FR-04;29;21.51;01/01/2022
FR-05;29;23.78;01/01/2022
FR-06;29;25;01/01/2022
FR-07;29;23.02;01/01/2022
FR-08;29;23.64;01/01/2022
FR-09;29;19.71;01/01/2022
FR-10;29;25.6;01/01/2022
FR-11;29;20.29;01/01/2022
FR-12;29;27.75;01/01/2022
FR-13;29;22.71;01/01/2022
FR-14;29;31.16;01/01/2022
FR-15;29;28.42;01/01/2022
FR-16;29;27.57;01/01/2022
FR-17;29;28.87;01/01/2022
FR-18;29;27.1;01/01/2022
FR-19;29;23.23;01/01/2022
FR-2A;29;18.78;01/01/2022
FR-2B;29;17.54;01/01/2022
FR-21;29;28.55;01/01/2022
FR-22;29;31.02;01/01/2022
FR-23;29;23.25;01/01/2022
FR-24;29;23.74;01/01/2022
FR-25;29;27.55;01/01/2022
FR-26;29;24.78;01/01/2022
FR-27;29;26.05;01/01/2022
FR-28;29;27.21;01/01/2022
FR-29;29;32.21;01/01/2022
FR-30;29;21.32;01/01/2022
FR-31;29;26.91;01/01/2022
FR-32;29;24.89;01/01/2022
FR-33;29;28.72;01/01/2022
FR-34;29;22.28;01/01/2022
FR-35;29;34.5;01/01/2022
FR-36;29;26.03;01/01/2022
FR-37;29;30.99;01/01/2022
FR-38;29;26.85;01/01/2022
FR-39;29;24.88;01/01/2022
FR-40;29;26.92;01/01/2022
FR-41;29;27.92;01/01/2022
FR-42;29;26.95;01/01/2022
FR-43;29;23.21;01/01/2022
FR-44;29;31.98;01/01/2022
FR-45;29;28.92;01/01/2022
FR-46;29;24.97;01/01/2022
FR-47;29;23.12;01/01/2022
FR-48;29;22.85;01/01/2022
FR-49;29;35.59;01/01/2022
FR-50;29;32.57;01/01/2022
FR-51;29;28.63;01/01/2022
FR-52;29;23.33;01/01/2022
FR-53;29;36.4;01/01/2022
FR-54;29;26.92;01/01/2022
FR-55;29;24.91;01/01/2022
FR-56;29;32.68;01/01/2022
FR-57;29;26.01;01/01/2022
FR-58;29;25.51;01/01/2022
FR-59;29;26.37;01/01/2022
FR-60;29;24.3;01/01/2022
FR-61;29;30.48;01/01/2022
FR-62;29;24.61;01/01/2022
FR-63;29;28;01/01/2022
FR-64;29;27.8;01/01/2022
FR-65;29;24.98;01/01/2022
FR-66;29;20.54;01/01/2022
FR-67;29;30.7;01/01/2022
FR-68;29;27.85;01/01/2022
FR-69;29;30.61;01/01/2022
FR-70;29;22.42;01/01/2022
FR-71;29;27.61;01/01/2022
FR-72;29;28.24;01/01/2022
FR-73;29;26.26;01/01/2022
FR-74;29;30.53;01/01/2022
FR-75;29;35.34;01/01/2022
FR-76;29;27.95;01/01/2022
FR-77;29;25;01/01/2022
FR-78;29;33.41;01/01/2022
FR-79;29;32.94;01/01/2022
FR-80;29;27.8;01/01/2022
FR-81;29;23.46;01/01/2022
FR-82;29;21.76;01/01/2022
FR-83;29;23.77;01/01/2022
FR-84;29;22.01;01/01/2022
FR-85;29;35.64;01/01/2022
FR-86;29;29.28;01/01/2022
FR-87;29;27.19;01/01/2022
FR-88;29;25.25;01/01/2022
FR-89;29;24.14;01/01/2022
FR-90;29;24.07;01/01/2022
FR-91;29;27.65;01/01/2022
FR-92;29;37.11;01/01/2022
FR-93;29;20.27;01/01/2022
FR-94;29;29.1;01/01/2022
FR-95;29;26.09;01/01/2022
FR-01;27;3.27;01/01/2022
FR-02;27;2.43;01/01/2022
FR-03;27;4.18;01/01/2022
FR-04;27;4.46;01/01/2022
FR-05;27;4.49;01/01/2022
FR-06;27;2.28;01/01/2022
FR-07;27;4.59;01/01/2022
FR-08;27;3.05;01/01/2022
FR-09;27;8.21;01/01/2022
FR-10;27;2.53;01/01/2022
FR-11;27;5.83;01/01/2022
FR-12;27;8.67;01/01/2022
FR-13;27;2.4;01/01/2022
FR-14;27;2.54;01/01/2022
FR-15;27;7.77;01/01/2022
FR-16;27;4.4;01/01/2022
FR-17;27;3.64;01/01/2022
FR-18;27;3.42;01/01/2022
FR-19;27;7.14;01/01/2022
FR-2A;27;9.77;01/01/2022
FR-2B;27;10.96;01/01/2022
FR-21;27;2.89;01/01/2022
FR-22;27;3.26;01/01/2022
FR-23;27;6.4;01/01/2022
FR-24;27;6.43;01/01/2022
FR-25;27;3.14;01/01/2022
FR-26;27;3.41;01/01/2022
FR-27;27;2.44;01/01/2022
FR-28;27;2.59;01/01/2022
FR-29;27;3.37;01/01/2022
FR-30;27;3.66;01/01/2022
FR-31;27;4.85;01/01/2022
FR-32;27;10.07;01/01/2022
FR-33;27;4.23;01/01/2022
FR-34;27;3.45;01/01/2022
FR-35;27;2.34;01/01/2022
FR-36;27;4.12;01/01/2022
FR-37;27;2.6;01/01/2022
FR-38;27;2.53;01/01/2022
FR-39;27;4.28;01/01/2022
FR-40;27;9.42;01/01/2022
FR-41;27;3.03;01/01/2022
FR-42;27;3.09;01/01/2022
FR-43;27;5.6;01/01/2022
FR-44;27;2.28;01/01/2022
FR-45;27;2.53;01/01/2022
FR-46;27;7.34;01/01/2022
FR-47;27;7.39;01/01/2022
FR-48;27;10.05;01/01/2022
FR-49;27;2.5;01/01/2022
FR-50;27;3.31;01/01/2022
FR-51;27;2.52;01/01/2022
FR-52;27;3.55;01/01/2022
FR-53;27;2.8;01/01/2022
FR-54;27;2.47;01/01/2022
FR-55;27;3.55;01/01/2022
FR-56;27;3.08;01/01/2022
FR-57;27;2.7;01/01/2022
FR-58;27;3.65;01/01/2022
FR-59;27;1.76;01/01/2022
FR-60;27;2.23;01/01/2022
FR-61;27;3.24;01/01/2022
FR-62;27;2.15;01/01/2022
FR-63;27;4.51;01/01/2022
FR-64;27;12.02;01/01/2022
FR-65;27;10.94;01/01/2022
FR-66;27;4.35;01/01/2022
FR-67;27;2.54;01/01/2022
FR-68;27;2.87;01/01/2022
FR-69;27;1.93;01/01/2022
FR-70;27;3.58;01/01/2022
FR-71;27;3.4;01/01/2022
FR-72;27;2.54;01/01/2022
FR-73;27;3.28;01/01/2022
FR-74;27;3.13;01/01/2022
FR-75;27;1.15;01/01/2022
FR-76;27;2.11;01/01/2022
FR-77;27;2.09;01/01/2022
FR-78;27;1.86;01/01/2022
FR-79;27;3.38;01/01/2022
FR-80;27;2.47;01/01/2022
FR-81;27;7.4;01/01/2022
FR-82;27;6.56;01/01/2022
FR-83;27;2.97;01/01/2022
FR-84;27;3.24;01/01/2022
FR-85;27;3.11;01/01/2022
FR-86;27;3.34;01/01/2022
FR-87;27;4.93;01/01/2022
FR-88;27;3.54;01/01/2022
FR-89;27;3.03;01/01/2022
FR-90;27;2.87;01/01/2022
FR-91;27;1.95;01/01/2022
FR-92;27;1.45;01/01/2022
FR-93;27;1.25;01/01/2022
FR-94;27;1.52;01/01/2022
FR-95;27;1.72;01/01/2022
FR-01;32;26.05;01/01/2022
FR-02;32;39.25;01/01/2022
FR-03;32;27.06;01/01/2022
FR-04;32;26.9;01/01/2022
FR-05;32;22.84;01/01/2022
FR-06;32;26.65;01/01/2022
FR-07;32;25.18;01/01/2022
FR-08;32;36.02;01/01/2022
FR-09;32;23.94;01/01/2022
FR-10;32;32.95;01/01/2022
FR-11;32;30.14;01/01/2022
FR-12;32;20.1;01/01/2022
FR-13;32;26.25;01/01/2022
FR-14;32;23.76;01/01/2022
FR-15;32;24.48;01/01/2022
FR-16;32;26.18;01/01/2022
FR-17;32;25.32;01/01/2022
FR-18;32;27.89;01/01/2022
FR-19;32;22.2;01/01/2022
FR-2A;32;29.25;01/01/2022
FR-2B;32;28.02;01/01/2022
FR-21;32;24.44;01/01/2022
FR-22;32;21.79;01/01/2022
FR-23;32;25.09;01/01/2022
FR-24;32;25.68;01/01/2022
FR-25;32;24.07;01/01/2022
FR-26;32;24.22;01/01/2022
FR-27;32;32.29;01/01/2022
FR-28;32;28.16;01/01/2022
FR-29;32;18.58;01/01/2022
FR-30;32;29.34;01/01/2022
FR-31;32;18.23;01/01/2022
FR-32;32;22.35;01/01/2022
FR-33;32;21.47;01/01/2022
FR-34;32;25.95;01/01/2022
FR-35;32;17.06;01/01/2022
FR-36;32;28.53;01/01/2022
FR-37;32;21.54;01/01/2022
FR-38;32;23.03;01/01/2022
FR-39;32;26.29;01/01/2022
FR-40;32;22.73;01/01/2022
FR-41;32;27.77;01/01/2022
FR-42;32;25.33;01/01/2022
FR-43;32;27.66;01/01/2022
FR-44;32;16.91;01/01/2022
FR-45;32;25.59;01/01/2022
FR-46;32;19.58;01/01/2022
FR-47;32;27.32;01/01/2022
FR-48;32;22.34;01/01/2022
FR-49;32;20.26;01/01/2022
FR-50;32;24.53;01/01/2022
FR-51;32;30.56;01/01/2022
FR-52;32;36.6;01/01/2022
FR-53;32;22.39;01/01/2022
FR-54;32;27.49;01/01/2022
FR-55;32;35.11;01/01/2022
FR-56;32;22.01;01/01/2022
FR-57;32;30.37;01/01/2022
FR-58;32;29.2;01/01/2022
FR-59;32;29.27;01/01/2022
FR-60;32;32.27;01/01/2022
FR-61;32;27.69;01/01/2022
FR-62;32;38.68;01/01/2022
FR-63;32;21.86;01/01/2022
FR-64;32;17.38;01/01/2022
FR-65;32;22.19;01/01/2022
FR-66;32;32.74;01/01/2022
FR-67;32;25.3;01/01/2022
FR-68;32;27.77;01/01/2022
FR-69;32;16.55;01/01/2022
FR-70;32;34.6;01/01/2022
FR-71;32;27.39;01/01/2022
FR-72;32;27.68;01/01/2022
FR-73;32;23.03;01/01/2022
FR-74;32;20.54;01/01/2022
FR-75;32;5.54;01/01/2022
FR-76;32;27.65;01/01/2022
FR-77;32;23.56;01/01/2022
FR-78;32;13.77;01/01/2022
FR-79;32;23.05;01/01/2022
FR-80;32;32.79;01/01/2022
FR-81;32;24.6;01/01/2022
FR-82;32;28.93;01/01/2022
FR-83;32;30.61;01/01/2022
FR-84;32;29.43;01/01/2022
FR-85;32;23.18;01/01/2022
FR-86;32;23.4;01/01/2022
FR-87;32;22.44;01/01/2022
FR-88;32;32.23;01/01/2022
FR-89;32;31.25;01/01/2022
FR-90;32;27.37;01/01/2022
FR-91;32;17.79;01/01/2022
FR-92;32;8.37;01/01/2022
FR-93;32;11.88;01/01/2022
FR-94;32;11.82;01/01/2022
FR-95;32;17.2;01/01/2022
FR-01;33;8.27;01/01/2022
FR-02;33;6.87;01/01/2022
FR-03;33;6.65;01/01/2022
FR-04;33;8.2;01/01/2022
FR-05;33;7.15;01/01/2022
FR-06;33;14;01/01/2022
FR-07;33;7.21;01/01/2022
FR-08;33;6.55;01/01/2022
FR-09;33;6.35;01/01/2022
FR-10;33;7.6;01/01/2022
FR-11;33;8.68;01/01/2022
FR-12;33;5.92;01/01/2022
FR-13;33;10.77;01/01/2022
FR-14;33;5.76;01/01/2022
FR-15;33;5.57;01/01/2022
FR-16;33;5.51;01/01/2022
FR-17;33;6.18;01/01/2022
FR-18;33;6.74;01/01/2022
FR-19;33;5.62;01/01/2022
FR-2A;33;13.36;01/01/2022
FR-2B;33;12.3;01/01/2022
FR-21;33;7.66;01/01/2022
FR-22;33;4.73;01/01/2022
FR-23;33;5.24;01/01/2022
FR-24;33;6.41;01/01/2022
FR-25;33;7.03;01/01/2022
FR-26;33;7.55;01/01/2022
FR-27;33;6.56;01/01/2022
FR-28;33;6.73;01/01/2022
FR-29;33;4.72;01/01/2022
FR-30;33;9.29;01/01/2022
FR-31;33;6.92;01/01/2022
FR-32;33;7.21;01/01/2022
FR-33;33;6.54;01/01/2022
FR-34;33;9.04;01/01/2022
FR-35;33;4.6;01/01/2022
FR-36;33;6.15;01/01/2022
FR-37;33;6.09;01/01/2022
FR-38;33;7.06;01/01/2022
FR-39;33;6.65;01/01/2022
FR-40;33;6.52;01/01/2022
FR-41;33;7.03;01/01/2022
FR-42;33;7.44;01/01/2022
FR-43;33;6.82;01/01/2022
FR-44;33;5.33;01/01/2022
FR-45;33;6.82;01/01/2022
FR-46;33;5.6;01/01/2022
FR-47;33;8.5;01/01/2022
FR-48;33;6.7;01/01/2022
FR-49;33;4.92;01/01/2022
FR-50;33;4.92;01/01/2022
FR-51;33;7.11;01/01/2022
FR-52;33;6.88;01/01/2022
FR-53;33;4.82;01/01/2022
FR-54;33;6.65;01/01/2022
FR-55;33;7.46;01/01/2022
FR-56;33;5.69;01/01/2022
FR-57;33;7.51;01/01/2022
FR-58;33;6.56;01/01/2022
FR-59;33;5.74;01/01/2022
FR-60;33;7.37;01/01/2022
FR-61;33;5.9;01/01/2022
FR-62;33;5.16;01/01/2022
FR-63;33;5.77;01/01/2022
FR-64;33;6.45;01/01/2022
FR-65;33;6.46;01/01/2022
FR-66;33;9.23;01/01/2022
FR-67;33;7.02;01/01/2022
FR-68;33;7.86;01/01/2022
FR-69;33;8.16;01/01/2022
FR-70;33;7.18;01/01/2022
FR-71;33;6.91;01/01/2022
FR-72;33;5.46;01/01/2022
FR-73;33;7.32;01/01/2022
FR-74;33;7.81;01/01/2022
FR-75;33;8.16;01/01/2022
FR-76;33;5.19;01/01/2022
FR-77;33;7.25;01/01/2022
FR-78;33;8.74;01/01/2022
FR-79;33;4.24;01/01/2022
FR-80;33;5.65;01/01/2022
FR-81;33;6.95;01/01/2022
FR-82;33;8.07;01/01/2022
FR-83;33;13.25;01/01/2022
FR-84;33;10.03;01/01/2022
FR-85;33;6.11;01/01/2022
FR-86;33;5.15;01/01/2022
FR-87;33;5.34;01/01/2022
FR-88;33;6.47;01/01/2022
FR-89;33;7.33;01/01/2022
FR-90;33;8.02;01/01/2022
FR-91;33;6.6;01/01/2022
FR-92;33;8.1;01/01/2022
FR-93;33;5.15;01/01/2022
FR-94;33;7.37;01/01/2022
FR-95;33;7.09;01/01/2022
FR-01;25;17.37;01/01/2022
FR-02;25;15.49;01/01/2022
FR-03;25;16.68;01/01/2022
FR-04;25;22.61;01/01/2022
FR-05;25;22.87;01/01/2022
FR-06;25;16.53;01/01/2022
FR-07;25;21.75;01/01/2022
FR-08;25;16.64;01/01/2022
FR-09;25;26.07;01/01/2022
FR-10;25;15.02;01/01/2022
FR-11;25;19.79;01/01/2022
FR-12;25;19.15;01/01/2022
FR-13;25;23.59;01/01/2022
FR-14;25;19.15;01/01/2022
FR-15;25;14.69;01/01/2022
FR-16;25;19.36;01/01/2022
FR-17;25;18.18;01/01/2022
FR-18;25;17.38;01/01/2022
FR-19;25;19.45;01/01/2022
FR-2A;25;13.55;01/01/2022
FR-2B;25;13.21;01/01/2022
FR-21;25;19.05;01/01/2022
FR-22;25;20.26;01/01/2022
FR-23;25;20.46;01/01/2022
FR-24;25;20.3;01/01/2022
FR-25;25;20.06;01/01/2022
FR-26;25;22.39;01/01/2022
FR-27;25;17.43;01/01/2022
FR-28;25;18.42;01/01/2022
FR-29;25;21.47;01/01/2022
FR-30;25;21.46;01/01/2022
FR-31;25;25.84;01/01/2022
FR-32;25;18.34;01/01/2022
FR-33;25;21.84;01/01/2022
FR-34;25;24.24;01/01/2022
FR-35;25;22.2;01/01/2022
FR-36;25;17.32;01/01/2022
FR-37;25;20.77;01/01/2022
FR-38;25;22.83;01/01/2022
FR-39;25;19.89;01/01/2022
FR-40;25;17.26;01/01/2022
FR-41;25;16.8;01/01/2022
FR-42;25;20.25;01/01/2022
FR-43;25;17.42;01/01/2022
FR-44;25;23.43;01/01/2022
FR-45;25;18.93;01/01/2022
FR-46;25;23.71;01/01/2022
FR-47;25;18.49;01/01/2022
FR-48;25;19.48;01/01/2022
FR-49;25;18.27;01/01/2022
FR-50;25;16.5;01/01/2022
FR-51;25;15.64;01/01/2022
FR-52;25;14.1;01/01/2022
FR-53;25;15.34;01/01/2022
FR-54;25;20.89;01/01/2022
FR-55;25;13.76;01/01/2022
FR-56;25;18.02;01/01/2022
FR-57;25;19.1;01/01/2022
FR-58;25;17.72;01/01/2022
FR-59;25;21.95;01/01/2022
FR-60;25;19.3;01/01/2022
FR-61;25;15.23;01/01/2022
FR-62;25;15.78;01/01/2022
FR-63;25;20.84;01/01/2022
FR-64;25;18.94;01/01/2022
FR-65;25;19.61;01/01/2022
FR-66;25;19.2;01/01/2022
FR-67;25;18.22;01/01/2022
FR-68;25;17.2;01/01/2022
FR-69;25;25.2;01/01/2022
FR-70;25;15.65;01/01/2022
FR-71;25;17.49;01/01/2022
FR-72;25;18.26;01/01/2022
FR-73;25;20.24;01/01/2022
FR-74;25;18.28;01/01/2022
FR-75;25;30.08;01/01/2022
FR-76;25;21.17;01/01/2022
FR-77;25;25.87;01/01/2022
FR-78;25;22.89;01/01/2022
FR-79;25;18.83;01/01/2022
FR-80;25;17.51;01/01/2022
FR-81;25;21.07;01/01/2022
FR-82;25;19.12;01/01/2022
FR-83;25;14.91;01/01/2022
FR-84;25;20.75;01/01/2022
FR-85;25;14.42;01/01/2022
FR-86;25;21.22;01/01/2022
FR-87;25;21.34;01/01/2022
FR-88;25;16.03;01/01/2022
FR-89;25;17.9;01/01/2022
FR-90;25;20.96;01/01/2022
FR-91;25;28.12;01/01/2022
FR-92;25;25.77;01/01/2022
FR-93;25;49.09;01/01/2022
FR-94;25;32.67;01/01/2022
FR-95;25;33.17;01/01/2022
FR-01;26;1.69;01/01/2022
FR-02;26;1.12;01/01/2022
FR-03;26;1.76;01/01/2022
FR-04;26;1.44;01/01/2022
FR-05;26;1.69;01/01/2022
FR-06;26;0.97;01/01/2022
FR-07;26;2.13;01/01/2022
FR-08;26;1.3;01/01/2022
FR-09;26;3.5;01/01/2022
FR-10;26;1.15;01/01/2022
FR-11;26;2.9;01/01/2022
FR-12;26;2.62;01/01/2022
FR-13;26;1.17;01/01/2022
FR-14;26;1.77;01/01/2022
FR-15;26;2.05;01/01/2022
FR-16;26;2.08;01/01/2022
FR-17;26;1.74;01/01/2022
FR-18;26;1.61;01/01/2022
FR-19;26;2.53;01/01/2022
FR-2A;26;0.91;01/01/2022
FR-2B;26;1.22;01/01/2022
FR-21;26;1.81;01/01/2022
FR-22;26;2.26;01/01/2022
FR-23;26;2.45;01/01/2022
FR-24;26;2.17;01/01/2022
FR-25;26;1.77;01/01/2022
FR-26;26;1.82;01/01/2022
FR-27;26;1.26;01/01/2022
FR-28;26;1.4;01/01/2022
FR-29;26;2.41;01/01/2022
FR-30;26;1.59;01/01/2022
FR-31;26;2.69;01/01/2022
FR-32;26;3.32;01/01/2022
FR-33;26;2.2;01/01/2022
FR-34;26;1.9;01/01/2022
FR-35;26;2.34;01/01/2022
FR-36;26;2.04;01/01/2022
FR-37;26;1.9;01/01/2022
FR-38;26;1.89;01/01/2022
FR-39;26;1.81;01/01/2022
FR-40;26;3.52;01/01/2022
FR-41;26;1.75;01/01/2022
FR-42;26;1.81;01/01/2022
FR-43;26;1.78;01/01/2022
FR-44;26;2.29;01/01/2022
FR-45;26;1.69;01/01/2022
FR-46;26;2.53;01/01/2022
FR-47;26;1.82;01/01/2022
FR-48;26;2.22;01/01/2022
FR-49;26;1.99;01/01/2022
FR-50;26;2.06;01/01/2022
FR-51;26;1.29;01/01/2022
FR-52;26;1.39;01/01/2022
FR-53;26;2.08;01/01/2022
FR-54;26;1.8;01/01/2022
FR-55;26;1.51;01/01/2022
FR-56;26;1.77;01/01/2022
FR-57;26;1.44;01/01/2022
FR-58;26;1.92;01/01/2022
FR-59;26;1.43;01/01/2022
FR-60;26;1.03;01/01/2022
FR-61;26;1.57;01/01/2022
FR-62;26;1.47;01/01/2022
FR-63;26;2.3;01/01/2022
FR-64;26;2.31;01/01/2022
FR-65;26;2.46;01/01/2022
FR-66;26;1.87;01/01/2022
FR-67;26;1.45;01/01/2022
FR-68;26;1.27;01/01/2022
FR-69;26;1.75;01/01/2022
FR-70;26;1.74;01/01/2022
FR-71;26;2.02;01/01/2022
FR-72;26;1.82;01/01/2022
FR-73;26;1.79;01/01/2022
FR-74;26;1.55;01/01/2022
FR-75;26;2.17;01/01/2022
FR-76;26;1.73;01/01/2022
FR-77;26;1.19;01/01/2022
FR-78;26;1.23;01/01/2022
FR-79;26;2.09;01/01/2022
FR-80;26;1.25;01/01/2022
FR-81;26;2.53;01/01/2022
FR-82;26;2.1;01/01/2022
FR-83;26;0.95;01/01/2022
FR-84;26;1.24;01/01/2022
FR-85;26;1.73;01/01/2022
FR-86;26;1.96;01/01/2022
FR-87;26;2.8;01/01/2022
FR-88;26;1.53;01/01/2022
FR-89;26;1.3;01/01/2022
FR-90;26;1.51;01/01/2022
FR-91;26;1.34;01/01/2022
FR-92;26;1.36;01/01/2022
FR-93;26;1.08;01/01/2022
FR-94;26;1.4;01/01/2022
FR-95;26;1.15;01/01/2022
FR-01;28;4.76;01/01/2022
FR-02;28;2.66;01/01/2022
FR-03;28;3.22;01/01/2022
FR-04;28;4.09;01/01/2022
FR-05;28;5.81;01/01/2022
FR-06;28;4.18;01/01/2022
