Code du département.1;Candidat_id;% Voix/Exp.1;annee
FR-02;9;1.96;01/01/2012
FR-03;9;1.98;01/01/2012
FR-04;9;1.83;01/01/2012
FR-05;9;2.05;01/01/2012
FR-06;9;1.59;01/01/2012
FR-07;9;1.94;01/01/2012
FR-08;9;1.81;01/01/2012
FR-09;9;1.51;01/01/2012
FR-10;9;2.17;01/01/2012
FR-11;9;1.47;01/01/2012
FR-12;9;1.7;01/01/2012
FR-13;9;1.35;01/01/2012
FR-14;9;2.05;01/01/2012
FR-15;9;1.66;01/01/2012
FR-16;9;2.04;01/01/2012
FR-17;9;2.09;01/01/2012
FR-18;9;2.11;01/01/2012
FR-19;9;1.65;01/01/2012
FR-2A;9;1.07;01/01/2012
FR-2B;9;1.07;01/01/2012
FR-21;9;1.95;01/01/2012
FR-22;9;1.71;01/01/2012
FR-23;9;1.93;01/01/2012
FR-24;9;1.87;01/01/2012
FR-25;9;1.84;01/01/2012
FR-26;9;1.94;01/01/2012
FR-27;9;2.11;01/01/2012
FR-28;9;2.24;01/01/2012
FR-29;9;1.78;01/01/2012
FR-30;9;1.46;01/01/2012
FR-31;9;1.53;01/01/2012
FR-32;9;1.82;01/01/2012
FR-33;9;1.6;01/01/2012
FR-34;9;1.4;01/01/2012
FR-35;9;1.83;01/01/2012
FR-36;9;2.17;01/01/2012
FR-37;9;2.01;01/01/2012
FR-38;9;1.9;01/01/2012
FR-39;9;2.29;01/01/2012
FR-40;9;1.64;01/01/2012
FR-41;9;2.14;01/01/2012
FR-42;9;2.11;01/01/2012
FR-43;9;2.08;01/01/2012
FR-44;9;1.84;01/01/2012
FR-45;9;2.11;01/01/2012
FR-46;9;1.94;01/01/2012
FR-47;9;1.79;01/01/2012
FR-48;9;1.69;01/01/2012
FR-49;9;2.21;01/01/2012
FR-50;9;2.27;01/01/2012
FR-51;9;2.03;01/01/2012
FR-52;9;2.41;01/01/2012
FR-53;9;2.14;01/01/2012
FR-54;9;1.91;01/01/2012
FR-55;9;2.04;01/01/2012
FR-56;9;1.85;01/01/2012
FR-57;9;1.86;01/01/2012
FR-58;9;1.96;01/01/2012
FR-59;9;1.54;01/01/2012
FR-60;9;1.95;01/01/2012
FR-61;9;2.4;01/01/2012
FR-62;9;1.66;01/01/2012
FR-63;9;1.77;01/01/2012
FR-64;9;1.46;01/01/2012
FR-65;9;1.64;01/01/2012
FR-66;9;1.38;01/01/2012
FR-67;9;1.73;01/01/2012
FR-68;9;2.1;01/01/2012
FR-69;9;1.72;01/01/2012
FR-70;9;2.03;01/01/2012
FR-71;9;2.03;01/01/2012
FR-72;9;2.15;01/01/2012
FR-73;9;2.11;01/01/2012
FR-74;9;2.32;01/01/2012
FR-75;9;1;01/01/2012
FR-76;9;1.79;01/01/2012
FR-77;9;2.18;01/01/2012
FR-78;9;1.73;01/01/2012
FR-79;9;2.23;01/01/2012
FR-80;9;2.02;01/01/2012
FR-81;9;1.63;01/01/2012
FR-82;9;1.76;01/01/2012
FR-83;9;1.63;01/01/2012
FR-84;9;1.5;01/01/2012
FR-85;9;2.33;01/01/2012
FR-86;9;2.05;01/01/2012
FR-87;9;1.67;01/01/2012
FR-88;9;2.38;01/01/2012
FR-89;9;2.22;01/01/2012
FR-90;9;1.79;01/01/2012
FR-91;9;3.41;01/01/2012
FR-92;9;1.34;01/01/2012
FR-93;9;1.31;01/01/2012
FR-94;9;1.66;01/01/2012
FR-95;9;1.7;01/01/2012
FR-01;4;22.75;01/01/2012
FR-02;4;27.1;01/01/2012
FR-03;4;29.68;01/01/2012
FR-04;4;24.36;01/01/2012
FR-05;4;24.49;01/01/2012
FR-06;4;19.21;01/01/2012
FR-07;4;25.98;01/01/2012
FR-08;4;28.93;01/01/2012
FR-09;4;34.36;01/01/2012
FR-10;4;22.79;01/01/2012
FR-11;4;30.41;01/01/2012
FR-12;4;29.44;01/01/2012
FR-13;4;24.51;01/01/2012
FR-14;4;29.34;01/01/2012
FR-15;4;30.84;01/01/2012
FR-16;4;32.79;01/01/2012
FR-17;4;28.47;01/01/2012
FR-18;4;26.76;01/01/2012
FR-19;4;42.97;01/01/2012
FR-2A;4;22.29;01/01/2012
FR-2B;4;25.99;01/01/2012
FR-21;4;27.79;01/01/2012
FR-22;4;33.02;01/01/2012
FR-23;4;34.02;01/01/2012
FR-24;4;32.09;01/01/2012
FR-25;4;26.28;01/01/2012
FR-26;4;25.05;01/01/2012
FR-27;4;24.65;01/01/2012
FR-28;4;25.71;01/01/2012
FR-29;4;33.7;01/01/2012
FR-30;4;24.11;01/01/2012
FR-31;4;32.83;01/01/2012
FR-32;4;31.86;01/01/2012
FR-33;4;31.75;01/01/2012
FR-34;4;26.69;01/01/2012
FR-35;4;31.77;01/01/2012
FR-36;4;29.87;01/01/2012
FR-37;4;28.1;01/01/2012
FR-38;4;27.84;01/01/2012
FR-39;4;24.6;01/01/2012
FR-40;4;32.75;01/01/2012
FR-41;4;25.01;01/01/2012
FR-42;4;26.46;01/01/2012
FR-43;4;26.36;01/01/2012
FR-44;4;31.76;01/01/2012
FR-45;4;25.45;01/01/2012
FR-46;4;34.51;01/01/2012
FR-47;4;26.91;01/01/2012
FR-48;4;25.15;01/01/2012
FR-49;4;27.1;01/01/2012
FR-50;4;27.04;01/01/2012
FR-51;4;24.05;01/01/2012
FR-52;4;23.75;01/01/2012
FR-53;4;25.87;01/01/2012
FR-54;4;27.92;01/01/2012
FR-55;4;23.4;01/01/2012
FR-56;4;28.29;01/01/2012
FR-57;4;24.53;01/01/2012
FR-58;4;32.64;01/01/2012
FR-59;4;27.97;01/01/2012
FR-60;4;24.9;01/01/2012
FR-61;4;24.26;01/01/2012
FR-62;4;29.44;01/01/2012
FR-63;4;33.09;01/01/2012
FR-64;4;29.93;01/01/2012
FR-65;4;33.16;01/01/2012
FR-66;4;25.96;01/01/2012
FR-67;4;19.58;01/01/2012
FR-68;4;18.89;01/01/2012
FR-69;4;26.91;01/01/2012
FR-70;4;26.38;01/01/2012
FR-71;4;28.69;01/01/2012
FR-72;4;28.13;01/01/2012
FR-73;4;23.64;01/01/2012
FR-74;4;20.52;01/01/2012
FR-75;4;34.83;01/01/2012
FR-76;4;29.4;01/01/2012
FR-77;4;27.65;01/01/2012
FR-78;4;27.32;01/01/2012
FR-79;4;33.34;01/01/2012
FR-80;4;28.37;01/01/2012
FR-81;4;30.69;01/01/2012
FR-82;4;27.63;01/01/2012
FR-83;4;19.65;01/01/2012
FR-84;4;22.33;01/01/2012
FR-85;4;24.81;01/01/2012
FR-86;4;31.99;01/01/2012
FR-87;4;35.9;01/01/2012
FR-88;4;24.68;01/01/2012
FR-89;4;24;01/01/2012
FR-90;4;26.01;01/01/2012
FR-91;4;30.39;01/01/2012
FR-92;4;30.16;01/01/2012
FR-93;4;38.68;01/01/2012
FR-94;4;32.93;01/01/2012
FR-95;4;32.41;01/01/2012
