ISO_Code;Grand secteur d'activité;Date;Valeur
FR-45;GS4 Hôtellerie-restauration;01/01/2012;1268
FR-45;GS6 Intérim;01/01/2012;245
FR-45;GS3 Commerce;01/01/2012;3450
FR-45;GS7 Services non marchands;01/01/2012;1489
FR-46;GS1 Industrie;01/01/2012;485
FR-46;GS4 Hôtellerie-restauration;01/01/2012;493
FR-46;GS7 Services non marchands;01/01/2012;412
FR-46;GS6 Intérim;01/01/2012;26
FR-46;GS2 Construction;01/01/2012;772
FR-46;GS5 Autres services marchands hors intérim;01/01/2012;1418
FR-46;GS3 Commerce;01/01/2012;1175
FR-47;GS3 Commerce;01/01/2012;2347
FR-47;GS7 Services non marchands;01/01/2012;864
FR-47;GS1 Industrie;01/01/2012;875
FR-47;GS4 Hôtellerie-restauration;01/01/2012;666
FR-47;GS5 Autres services marchands hors intérim;01/01/2012;2882
FR-47;GS2 Construction;01/01/2012;1286
FR-47;GS6 Intérim;01/01/2012;75
FR-48;GS7 Services non marchands;01/01/2012;285
FR-48;GS4 Hôtellerie-restauration;01/01/2012;313
FR-48;GS6 Intérim;01/01/2012;4
FR-48;GS1 Industrie;01/01/2012;219
FR-48;GS2 Construction;01/01/2012;375
FR-48;GS3 Commerce;01/01/2012;509
FR-48;GS5 Autres services marchands hors intérim;01/01/2012;769
FR-49;GS4 Hôtellerie-restauration;01/01/2012;1515
FR-49;GS7 Services non marchands;01/01/2012;2161
FR-49;GS3 Commerce;01/01/2012;4269
FR-49;GS1 Industrie;01/01/2012;2064
FR-49;GS2 Construction;01/01/2012;2511
FR-49;GS5 Autres services marchands hors intérim;01/01/2012;6903
FR-49;GS6 Intérim;01/01/2012;186
FR-50;GS2 Construction;01/01/2012;1685
FR-50;GS3 Commerce;01/01/2012;3151
FR-50;GS5 Autres services marchands hors intérim;01/01/2012;3770
FR-50;GS7 Services non marchands;01/01/2012;997
FR-50;GS4 Hôtellerie-restauration;01/01/2012;1160
FR-50;GS6 Intérim;01/01/2012;124
FR-50;GS1 Industrie;01/01/2012;1158
FR-51;GS4 Hôtellerie-restauration;01/01/2012;1064
FR-51;GS6 Intérim;01/01/2012;131
FR-51;GS1 Industrie;01/01/2012;1215
FR-51;GS3 Commerce;01/01/2012;3269
FR-51;GS7 Services non marchands;01/01/2012;1294
FR-51;GS5 Autres services marchands hors intérim;01/01/2012;4875
FR-51;GS2 Construction;01/01/2012;1769
FR-52;GS3 Commerce;01/01/2012;1005
FR-52;GS5 Autres services marchands hors intérim;01/01/2012;1368
FR-52;GS2 Construction;01/01/2012;522
FR-52;GS7 Services non marchands;01/01/2012;386
FR-52;GS6 Intérim;01/01/2012;47
FR-52;GS4 Hôtellerie-restauration;01/01/2012;300
FR-52;GS1 Industrie;01/01/2012;564
FR-53;GS7 Services non marchands;01/01/2012;717
FR-53;GS5 Autres services marchands hors intérim;01/01/2012;2425
FR-53;GS6 Intérim;01/01/2012;78
FR-53;GS1 Industrie;01/01/2012;850
FR-53;GS2 Construction;01/01/2012;1042
FR-53;GS3 Commerce;01/01/2012;1618
FR-53;GS4 Hôtellerie-restauration;01/01/2012;526
FR-54;GS4 Hôtellerie-restauration;01/01/2012;1270
FR-54;GS5 Autres services marchands hors intérim;01/01/2012;5857
FR-54;GS7 Services non marchands;01/01/2012;1813
FR-54;GS6 Intérim;01/01/2012;134
FR-54;GS2 Construction;01/01/2012;1894
FR-54;GS1 Industrie;01/01/2012;1460
FR-54;GS3 Commerce;01/01/2012;3507
FR-55;GS5 Autres services marchands hors intérim;01/01/2012;1155
FR-55;GS2 Construction;01/01/2012;519
FR-55;GS1 Industrie;01/01/2012;451
FR-55;GS3 Commerce;01/01/2012;848
FR-55;GS4 Hôtellerie-restauration;01/01/2012;313
FR-55;GS6 Intérim;01/01/2012;22
FR-55;GS7 Services non marchands;01/01/2012;443
FR-56;GS4 Hôtellerie-restauration;01/01/2012;2206
FR-56;GS5 Autres services marchands hors intérim;01/01/2012;6288
FR-56;GS7 Services non marchands;01/01/2012;1810
FR-56;GS1 Industrie;01/01/2012;1807
FR-56;GS6 Intérim;01/01/2012;162
FR-56;GS3 Commerce;01/01/2012;4418
FR-56;GS2 Construction;01/01/2012;2814
FR-57;GS4 Hôtellerie-restauration;01/01/2012;2000
FR-57;GS2 Construction;01/01/2012;2854
FR-57;GS6 Intérim;01/01/2012;271
FR-57;GS7 Services non marchands;01/01/2012;2608
FR-57;GS5 Autres services marchands hors intérim;01/01/2012;7335
FR-57;GS3 Commerce;01/01/2012;5525
FR-57;GS1 Industrie;01/01/2012;2054
FR-58;GS7 Services non marchands;01/01/2012;508
FR-58;GS4 Hôtellerie-restauration;01/01/2012;468
FR-58;GS1 Industrie;01/01/2012;517
FR-58;GS5 Autres services marchands hors intérim;01/01/2012;1666
FR-58;GS6 Intérim;01/01/2012;35
FR-58;GS2 Construction;01/01/2012;745
FR-58;GS3 Commerce;01/01/2012;1172
FR-59;GS2 Construction;01/01/2012;5839
FR-59;GS1 Industrie;01/01/2012;4591
FR-59;GS5 Autres services marchands hors intérim;01/01/2012;21405
FR-59;GS6 Intérim;01/01/2012;570
FR-59;GS3 Commerce;01/01/2012;13168
FR-59;GS7 Services non marchands;01/01/2012;5941
FR-59;GS4 Hôtellerie-restauration;01/01/2012;4793
FR-60;GS1 Industrie;01/01/2012;1598
FR-60;GS3 Commerce;01/01/2012;3698
FR-60;GS2 Construction;01/01/2012;2414
FR-60;GS5 Autres services marchands hors intérim;01/01/2012;6046
FR-60;GS6 Intérim;01/01/2012;168
FR-60;GS7 Services non marchands;01/01/2012;1340
FR-60;GS4 Hôtellerie-restauration;01/01/2012;1271
FR-61;GS3 Commerce;01/01/2012;1626
FR-61;GS5 Autres services marchands hors intérim;01/01/2012;2146
FR-61;GS1 Industrie;01/01/2012;763
FR-61;GS2 Construction;01/01/2012;1097
FR-61;GS7 Services non marchands;01/01/2012;707
FR-61;GS6 Intérim;01/01/2012;61
FR-61;GS4 Hôtellerie-restauration;01/01/2012;561
FR-62;GS1 Industrie;01/01/2012;2461
FR-62;GS3 Commerce;01/01/2012;7454
FR-62;GS4 Hôtellerie-restauration;01/01/2012;2358
FR-62;GS5 Autres services marchands hors intérim;01/01/2012;9160
FR-62;GS6 Intérim;01/01/2012;221
FR-62;GS7 Services non marchands;01/01/2012;3044
FR-62;GS2 Construction;01/01/2012;3549
FR-63;GS3 Commerce;01/01/2012;3783
FR-63;GS2 Construction;01/01/2012;2161
FR-63;GS1 Industrie;01/01/2012;1551
FR-63;GS5 Autres services marchands hors intérim;01/01/2012;5946
FR-63;GS6 Intérim;01/01/2012;103
FR-63;GS4 Hôtellerie-restauration;01/01/2012;1553
FR-63;GS7 Services non marchands;01/01/2012;1488
FR-64;GS4 Hôtellerie-restauration;01/01/2012;2096
FR-64;GS7 Services non marchands;01/01/2012;2036
FR-64;GS6 Intérim;01/01/2012;171
FR-64;GS1 Industrie;01/01/2012;1792
FR-64;GS2 Construction;01/01/2012;2621
FR-64;GS5 Autres services marchands hors intérim;01/01/2012;7875
FR-64;GS3 Commerce;01/01/2012;4726
FR-65;GS1 Industrie;01/01/2012;553
FR-65;GS5 Autres services marchands hors intérim;01/01/2012;2407
FR-65;GS6 Intérim;01/01/2012;46
FR-65;GS7 Services non marchands;01/01/2012;607
FR-65;GS3 Commerce;01/01/2012;1665
FR-65;GS4 Hôtellerie-restauration;01/01/2012;948
FR-65;GS2 Construction;01/01/2012;788
FR-66;GS5 Autres services marchands hors intérim;01/01/2012;4594
FR-66;GS7 Services non marchands;01/01/2012;1077
FR-66;GS6 Intérim;01/01/2012;65
FR-66;GS3 Commerce;01/01/2012;3120
FR-66;GS4 Hôtellerie-restauration;01/01/2012;1573
FR-66;GS1 Industrie;01/01/2012;833
FR-66;GS2 Construction;01/01/2012;1771
FR-67;GS5 Autres services marchands hors intérim;01/01/2012;11495
FR-67;GS1 Industrie;01/01/2012;2590
FR-67;GS2 Construction;01/01/2012;3596
FR-67;GS7 Services non marchands;01/01/2012;3379
FR-67;GS3 Commerce;01/01/2012;7046
FR-67;GS4 Hôtellerie-restauration;01/01/2012;2885
FR-67;GS6 Intérim;01/01/2012;340
FR-68;GS3 Commerce;01/01/2012;4590
FR-68;GS2 Construction;01/01/2012;2256
FR-68;GS7 Services non marchands;01/01/2012;1949
FR-68;GS6 Intérim;01/01/2012;200
FR-68;GS5 Autres services marchands hors intérim;01/01/2012;6530
FR-68;GS1 Industrie;01/01/2012;1720
FR-68;GS4 Hôtellerie-restauration;01/01/2012;1834
FR-69;GS1 Industrie;01/01/2012;4705
FR-69;GS7 Services non marchands;01/01/2012;4775
FR-69;GS6 Intérim;01/01/2012;651
FR-69;GS4 Hôtellerie-restauration;01/01/2012;4583
FR-69;GS3 Commerce;01/01/2012;12345
FR-69;GS2 Construction;01/01/2012;5864
FR-69;GS5 Autres services marchands hors intérim;01/01/2012;25743
FR-70;GS2 Construction;01/01/2012;783
FR-70;GS7 Services non marchands;01/01/2012;492
FR-70;GS3 Commerce;01/01/2012;1232
FR-70;GS5 Autres services marchands hors intérim;01/01/2012;1479
FR-70;GS1 Industrie;01/01/2012;644
FR-70;GS4 Hôtellerie-restauration;01/01/2012;363
FR-70;GS6 Intérim;01/01/2012;51
FR-71;GS3 Commerce;01/01/2012;3532
FR-71;GS5 Autres services marchands hors intérim;01/01/2012;4556
FR-71;GS2 Construction;01/01/2012;1920
FR-71;GS6 Intérim;01/01/2012;167
FR-71;GS1 Industrie;01/01/2012;1579
FR-71;GS4 Hôtellerie-restauration;01/01/2012;1306
FR-71;GS7 Services non marchands;01/01/2012;1200
FR-72;GS4 Hôtellerie-restauration;01/01/2012;1101
FR-72;GS3 Commerce;01/01/2012;2817
FR-72;GS2 Construction;01/01/2012;1551
FR-72;GS5 Autres services marchands hors intérim;01/01/2012;4428
FR-72;GS7 Services non marchands;01/01/2012;1232
FR-72;GS6 Intérim;01/01/2012;138
FR-72;GS1 Industrie;01/01/2012;1279
FR-73;GS4 Hôtellerie-restauration;01/01/2012;2500
FR-73;GS6 Intérim;01/01/2012;110
FR-73;GS7 Services non marchands;01/01/2012;1088
FR-73;GS5 Autres services marchands hors intérim;01/01/2012;5820
FR-73;GS2 Construction;01/01/2012;2095
FR-73;GS3 Commerce;01/01/2012;3424
FR-73;GS1 Industrie;01/01/2012;1231
FR-74;GS7 Services non marchands;01/01/2012;1639
FR-74;GS4 Hôtellerie-restauration;01/01/2012;3185
FR-74;GS5 Autres services marchands hors intérim;01/01/2012;8923
FR-74;GS3 Commerce;01/01/2012;5566
FR-74;GS2 Construction;01/01/2012;3276
FR-74;GS1 Industrie;01/01/2012;2281
FR-74;GS6 Intérim;01/01/2012;190
FR-75;GS4 Hôtellerie-restauration;01/01/2012;15353
FR-75;GS6 Intérim;01/01/2012;1095
FR-75;GS3 Commerce;01/01/2012;25412
FR-75;GS5 Autres services marchands hors intérim;01/01/2012;92907
FR-75;GS7 Services non marchands;01/01/2012;8182
FR-75;GS1 Industrie;01/01/2012;4729
FR-75;GS2 Construction;01/01/2012;6455
FR-76;GS3 Commerce;01/01/2012;6540
FR-76;GS2 Construction;01/01/2012;3363
FR-76;GS1 Industrie;01/01/2012;2511
FR-76;GS4 Hôtellerie-restauration;01/01/2012;2573
FR-76;GS6 Intérim;01/01/2012;359
FR-76;GS7 Services non marchands;01/01/2012;2643
FR-76;GS5 Autres services marchands hors intérim;01/01/2012;11422
FR-77;GS2 Construction;01/01/2012;4889
FR-77;GS1 Industrie;01/01/2012;2511
FR-77;GS3 Commerce;01/01/2012;7332
FR-77;GS7 Services non marchands;01/01/2012;2288
FR-77;GS6 Intérim;01/01/2012;248
FR-77;GS4 Hôtellerie-restauration;01/01/2012;2371
FR-77;GS5 Autres services marchands hors intérim;01/01/2012;11146
FR-78;GS7 Services non marchands;01/01/2012;2715
FR-78;GS1 Industrie;01/01/2012;1865
FR-78;GS6 Intérim;01/01/2012;182
FR-78;GS4 Hôtellerie-restauration;01/01/2012;2619
FR-78;GS2 Construction;01/01/2012;3747
FR-78;GS3 Commerce;01/01/2012;7241
FR-78;GS5 Autres services marchands hors intérim;01/01/2012;14030
FR-79;GS2 Construction;01/01/2012;1202
FR-79;GS3 Commerce;01/01/2012;1948
FR-79;GS6 Intérim;01/01/2012;85
FR-79;GS5 Autres services marchands hors intérim;01/01/2012;3002
FR-79;GS4 Hôtellerie-restauration;01/01/2012;618
FR-79;GS1 Industrie;01/01/2012;901
FR-79;GS7 Services non marchands;01/01/2012;759
FR-80;GS6 Intérim;01/01/2012;121
FR-80;GS4 Hôtellerie-restauration;01/01/2012;1014
FR-80;GS7 Services non marchands;01/01/2012;1112
FR-80;GS3 Commerce;01/01/2012;2863
FR-80;GS5 Autres services marchands hors intérim;01/01/2012;4158
FR-80;GS1 Industrie;01/01/2012;1170
FR-80;GS2 Construction;01/01/2012;1521
FR-81;GS4 Hôtellerie-restauration;01/01/2012;650
FR-81;GS7 Services non marchands;01/01/2012;970
FR-81;GS6 Intérim;01/01/2012;76
FR-81;GS2 Construction;01/01/2012;1388
FR-81;GS5 Autres services marchands hors intérim;01/01/2012;3195
FR-81;GS3 Commerce;01/01/2012;2555
FR-81;GS1 Industrie;01/01/2012;1227
FR-82;GS2 Construction;01/01/2012;916
FR-82;GS1 Industrie;01/01/2012;588
FR-82;GS6 Intérim;01/01/2012;57
FR-82;GS3 Commerce;01/01/2012;1630
FR-82;GS5 Autres services marchands hors intérim;01/01/2012;1982
FR-82;GS4 Hôtellerie-restauration;01/01/2012;465
FR-82;GS7 Services non marchands;01/01/2012;583
FR-83;GS2 Construction;01/01/2012;4950
FR-83;GS3 Commerce;01/01/2012;7723
FR-83;GS5 Autres services marchands hors intérim;01/01/2012;10951
FR-83;GS1 Industrie;01/01/2012;2072
FR-83;GS7 Services non marchands;01/01/2012;2655
FR-83;GS6 Intérim;01/01/2012;174
FR-83;GS4 Hôtellerie-restauration;01/01/2012;3841
FR-84;GS1 Industrie;01/01/2012;1344
FR-84;GS4 Hôtellerie-restauration;01/01/2012;1757
FR-84;GS3 Commerce;01/01/2012;4436
FR-84;GS5 Autres services marchands hors intérim;01/01/2012;6008
FR-84;GS2 Construction;01/01/2012;2506
FR-84;GS7 Services non marchands;01/01/2012;1479
FR-84;GS6 Intérim;01/01/2012;152
FR-85;GS3 Commerce;01/01/2012;3758
FR-85;GS2 Construction;01/01/2012;2786
FR-85;GS1 Industrie;01/01/2012;1785
FR-85;GS7 Services non marchands;01/01/2012;1563
FR-85;GS5 Autres services marchands hors intérim;01/01/2012;5757
FR-85;GS6 Intérim;01/01/2012;169
FR-85;GS4 Hôtellerie-restauration;01/01/2012;1682
FR-86;GS7 Services non marchands;01/01/2012;1034
FR-86;GS2 Construction;01/01/2012;1302
FR-86;GS3 Commerce;01/01/2012;2241
FR-86;GS1 Industrie;01/01/2012;950
FR-86;GS6 Intérim;01/01/2012;89
FR-86;GS4 Hôtellerie-restauration;01/01/2012;806
FR-86;GS5 Autres services marchands hors intérim;01/01/2012;3730
FR-87;GS7 Services non marchands;01/01/2012;862
FR-87;GS6 Intérim;01/01/2012;70
FR-87;GS4 Hôtellerie-restauration;01/01/2012;756
FR-87;GS2 Construction;01/01/2012;1113
FR-87;GS1 Industrie;01/01/2012;861
FR-87;GS5 Autres services marchands hors intérim;01/01/2012;3488
FR-87;GS3 Commerce;01/01/2012;2092
FR-88;GS6 Intérim;01/01/2012;75
FR-88;GS7 Services non marchands;01/01/2012;867
FR-88;GS4 Hôtellerie-restauration;01/01/2012;889
FR-88;GS5 Autres services marchands hors intérim;01/01/2012;2729
FR-88;GS1 Industrie;01/01/2012;1209
FR-88;GS2 Construction;01/01/2012;1377
FR-88;GS3 Commerce;01/01/2012;2363
FR-89;GS4 Hôtellerie-restauration;01/01/2012;705
FR-89;GS1 Industrie;01/01/2012;895
FR-89;GS2 Construction;01/01/2012;1217
FR-89;GS3 Commerce;01/01/2012;1945
FR-89;GS5 Autres services marchands hors intérim;01/01/2012;2614
FR-89;GS7 Services non marchands;01/01/2012;783
FR-89;GS6 Intérim;01/01/2012;89
FR-90;GS5 Autres services marchands hors intérim;01/01/2012;1124
FR-90;GS6 Intérim;01/01/2012;41
FR-90;GS7 Services non marchands;01/01/2012;292
FR-90;GS1 Industrie;01/01/2012;296
FR-90;GS2 Construction;01/01/2012;378
FR-90;GS4 Hôtellerie-restauration;01/01/2012;247
FR-90;GS3 Commerce;01/01/2012;751
FR-91;GS4 Hôtellerie-restauration;01/01/2012;1012012
FR-91;GS6 Intérim;01/01/2012;178
FR-91;GS7 Services non marchands;01/01/2012;2026
FR-91;GS2 Construction;01/01/2012;4068
FR-91;GS5 Autres services marchands hors intérim;01/01/2012;10535
FR-91;GS3 Commerce;01/01/2012;6148
FR-91;GS1 Industrie;01/01/2012;1798
FR-92;GS4 Hôtellerie-restauration;01/01/2012;4247
FR-92;GS6 Intérim;01/01/2012;227
FR-92;GS7 Services non marchands;01/01/2012;3325
FR-92;GS1 Industrie;01/01/2012;1984
FR-92;GS2 Construction;01/01/2012;3144
FR-92;GS5 Autres services marchands hors intérim;01/01/2012;26718
FR-92;GS3 Commerce;01/01/2012;8037
FR-93;GS4 Hôtellerie-restauration;01/01/2012;3141
FR-93;GS7 Services non marchands;01/01/2012;2282
FR-93;GS6 Intérim;01/01/2012;153
FR-93;GS1 Industrie;01/01/2012;2136
FR-93;GS2 Construction;01/01/2012;6313
FR-93;GS5 Autres services marchands hors intérim;01/01/2012;13856
FR-93;GS3 Commerce;01/01/2012;8819
FR-94;GS4 Hôtellerie-restauration;01/01/2012;2763
FR-94;GS7 Services non marchands;01/01/2012;2355
FR-94;GS6 Intérim;01/01/2012;132
FR-94;GS1 Industrie;01/01/2012;1732
FR-94;GS2 Construction;01/01/2012;4329
FR-94;GS5 Autres services marchands hors intérim;01/01/2012;14756
FR-94;GS3 Commerce;01/01/2012;7105
FR-95;GS7 Services non marchands;01/01/2012;1876
FR-95;GS1 Industrie;01/01/2012;1838
FR-95;GS6 Intérim;01/01/2012;164
FR-95;GS2 Construction;01/01/2012;3971
FR-95;GS3 Commerce;01/01/2012;5762
FR-95;GS4 Hôtellerie-restauration;01/01/2012;1901
FR-95;GS5 Autres services marchands hors intérim;01/01/2012;9578
FR-01;GS7 Services non marchands;01/01/2015;1166
FR-01;GS3 Commerce;01/01/2015;3280
FR-01;GS2 Construction;01/01/2015;2201
FR-01;GS1 Industrie;01/01/2015;2042
FR-01;GS5 Autres services marchands hors intérim;01/01/2015;5128
FR-01;GS4 Hôtellerie-restauration;01/01/2015;1326
FR-01;GS6 Intérim;01/01/2015;165
FR-02;GS4 Hôtellerie-restauration;01/01/2015;788
FR-02;GS2 Construction;01/01/2015;1341
FR-02;GS1 Industrie;01/01/2015;1006
FR-02;GS6 Intérim;01/01/2015;90
FR-02;GS5 Autres services marchands hors intérim;01/01/2015;3351
FR-02;GS7 Services non marchands;01/01/2015;993
FR-02;GS3 Commerce;01/01/2015;2401
FR-03;GS7 Services non marchands;01/01/2015;867
FR-03;GS4 Hôtellerie-restauration;01/01/2015;722
FR-03;GS3 Commerce;01/01/2015;2048
FR-03;GS1 Industrie;01/01/2015;816
FR-03;GS6 Intérim;01/01/2015;58
FR-03;GS2 Construction;01/01/2015;1009
FR-03;GS5 Autres services marchands hors intérim;01/01/2015;2793
FR-04;GS4 Hôtellerie-restauration;01/01/2015;687
FR-04;GS1 Industrie;01/01/2015;403
FR-04;GS6 Intérim;01/01/2015;133
FR-04;GS3 Commerce;01/01/2015;1155
FR-04;GS2 Construction;01/01/2015;670
FR-04;GS5 Autres services marchands hors intérim;01/01/2015;1688
FR-04;GS7 Services non marchands;01/01/2015;472
FR-05;GS2 Construction;01/01/2015;604
FR-05;GS1 Industrie;01/01/2015;339
FR-05;GS6 Intérim;01/01/2015;20
FR-05;GS5 Autres services marchands hors intérim;01/01/2015;1961
FR-05;GS4 Hôtellerie-restauration;01/01/2015;946
FR-05;GS7 Services non marchands;01/01/2015;414
FR-05;GS3 Commerce;01/01/2015;1188
FR-06;GS2 Construction;01/01/2015;4577
FR-06;GS3 Commerce;01/01/2015;8956
FR-06;GS7 Services non marchands;01/01/2015;3310
FR-06;GS5 Autres services marchands hors intérim;01/01/2015;16617
FR-06;GS6 Intérim;01/01/2015;204
FR-06;GS4 Hôtellerie-restauration;01/01/2015;4897
FR-06;GS1 Industrie;01/01/2015;2123
FR-07;GS7 Services non marchands;01/01/2015;874
FR-07;GS3 Commerce;01/01/2015;1754
FR-07;GS4 Hôtellerie-restauration;01/01/2015;916
FR-07;GS5 Autres services marchands hors intérim;01/01/2015;2647
FR-07;GS6 Intérim;01/01/2015;39
FR-07;GS2 Construction;01/01/2015;1177
FR-07;GS1 Industrie;01/01/2015;835
FR-08;GS5 Autres services marchands hors intérim;01/01/2015;1867
FR-08;GS6 Intérim;01/01/2015;59
FR-08;GS7 Services non marchands;01/01/2015;614
FR-08;GS2 Construction;01/01/2015;750
FR-08;GS4 Hôtellerie-restauration;01/01/2015;435
FR-08;GS3 Commerce;01/01/2015;1285
FR-08;GS1 Industrie;01/01/2015;800
FR-09;GS4 Hôtellerie-restauration;01/01/2015;369
FR-09;GS6 Intérim;01/01/2015;27
FR-09;GS3 Commerce;01/01/2015;924
FR-09;GS5 Autres services marchands hors intérim;01/01/2015;1390
FR-09;GS1 Industrie;01/01/2015;384
FR-09;GS2 Construction;01/01/2015;483
FR-09;GS7 Services non marchands;01/01/2015;395
FR-10;GS2 Construction;01/01/2015;921
FR-10;GS1 Industrie;01/01/2015;695
FR-10;GS6 Intérim;01/01/2015;68
FR-10;GS7 Services non marchands;01/01/2015;697
FR-10;GS5 Autres services marchands hors intérim;01/01/2015;2407
FR-10;GS3 Commerce;01/01/2015;1787
FR-10;GS4 Hôtellerie-restauration;01/01/2015;560
FR-11;GS5 Autres services marchands hors intérim;01/01/2015;3149
FR-11;GS1 Industrie;01/01/2015;680
FR-11;GS6 Intérim;01/01/2015;70
FR-11;GS4 Hôtellerie-restauration;01/01/2015;1029
FR-11;GS3 Commerce;01/01/2015;2346
FR-11;GS7 Services non marchands;01/01/2015;859
FR-11;GS2 Construction;01/01/2015;1164
FR-12;GS1 Industrie;01/01/2015;903
FR-12;GS4 Hôtellerie-restauration;01/01/2015;760
FR-12;GS5 Autres services marchands hors intérim;01/01/2015;2606
FR-12;GS7 Services non marchands;01/01/2015;792
FR-12;GS6 Intérim;01/01/2015;28
FR-12;GS3 Commerce;01/01/2015;2047
FR-12;GS2 Construction;01/01/2015;1143
FR-13;GS7 Services non marchands;01/01/2015;5673
FR-13;GS4 Hôtellerie-restauration;01/01/2015;5681
FR-13;GS5 Autres services marchands hors intérim;01/01/2015;24151
FR-13;GS3 Commerce;01/01/2015;13965
FR-13;GS2 Construction;01/01/2015;6510
FR-13;GS6 Intérim;01/01/2015;632
FR-13;GS1 Industrie;01/01/2015;4001
FR-14;GS7 Services non marchands;01/01/2015;1577
FR-14;GS3 Commerce;01/01/2015;4206
FR-14;GS1 Industrie;01/01/2015;1430
FR-14;GS5 Autres services marchands hors intérim;01/01/2015;7103
FR-14;GS4 Hôtellerie-restauration;01/01/2015;1991
FR-14;GS2 Construction;01/01/2015;2164
FR-14;GS6 Intérim;01/01/2015;187
FR-15;GS3 Commerce;01/01/2015;1072
FR-15;GS2 Construction;01/01/2015;590
FR-15;GS6 Intérim;01/01/2015;17
FR-15;GS1 Industrie;01/01/2015;346
FR-15;GS7 Services non marchands;01/01/2015;401
FR-15;GS5 Autres services marchands hors intérim;01/01/2015;1259
FR-15;GS4 Hôtellerie-restauration;01/01/2015;456
FR-16;GS7 Services non marchands;01/01/2015;823
FR-16;GS3 Commerce;01/01/2015;2114
FR-16;GS5 Autres services marchands hors intérim;01/01/2015;2675
FR-16;GS4 Hôtellerie-restauration;01/01/2015;575
FR-16;GS6 Intérim;01/01/2015;85
FR-16;GS4 Hôtellerie-restauration;01/01/2015;575
FR-17;GS2 Construction;01/01/2015;2411
FR-17;GS3 Commerce;01/01/2015;4304
FR-17;GS7 Services non marchands;01/01/2015;1419
FR-17;GS5 Autres services marchands hors intérim;01/01/2015;5932
FR-17;GS6 Intérim;01/01/2015;120
FR-17;GS4 Hôtellerie-restauration;01/01/2015;1932
FR-17;GS1 Industrie;01/01/2015;1482
FR-18;GS6 Intérim;01/01/2015;53
FR-18;GS5 Autres services marchands hors intérim;01/01/2015;2285
FR-18;GS1 Industrie;01/01/2015;735
FR-18;GS2 Construction;01/01/2015;900
FR-18;GS4 Hôtellerie-restauration;01/01/2015;617
FR-18;GS3 Commerce;01/01/2015;1597
FR-18;GS7 Services non marchands;01/01/2015;663
FR-19;GS7 Services non marchands;01/01/2015;621
FR-19;GS6 Intérim;01/01/2015;57
FR-19;GS2 Construction;01/01/2015;831
FR-19;GS3 Commerce;01/01/2015;1650
FR-19;GS5 Autres services marchands hors intérim;01/01/2015;2075
FR-19;GS4 Hôtellerie-restauration;01/01/2015;589
FR-19;GS1 Industrie;01/01/2015;665
FR-21;GS1 Industrie;01/01/2015;1238
FR-21;GS6 Intérim;01/01/2015;147
FR-21;GS7 Services non marchands;01/01/2015;1310
FR-21;GS2 Construction;01/01/2015;1568
FR-21;GS3 Commerce;01/01/2015;3272
FR-21;GS4 Hôtellerie-restauration;01/01/2015;1302
FR-21;GS5 Autres services marchands hors intérim;01/01/2015;5146
FR-22;GS2 Construction;01/01/2015;1968
FR-22;GS3 Commerce;01/01/2015;3302
FR-22;GS4 Hôtellerie-restauration;01/01/2015;1552
FR-22;GS6 Intérim;01/01/2015;167
FR-22;GS7 Services non marchands;01/01/2015;1288
FR-22;GS5 Autres services marchands hors intérim;01/01/2015;4719
FR-22;GS1 Industrie;01/01/2015;1280
FR-23;GS4 Hôtellerie-restauration;01/01/2015;203
FR-23;GS7 Services non marchands;01/01/2015;316
FR-23;GS6 Intérim;01/01/2015;18
FR-23;GS5 Autres services marchands hors intérim;01/01/2015;873
FR-23;GS1 Industrie;01/01/2015;272
FR-23;GS2 Construction;01/01/2015;385
FR-23;GS3 Commerce;01/01/2015;600
FR-24;GS4 Hôtellerie-restauration;01/01/2015;1234
FR-24;GS2 Construction;01/01/2015;1654
FR-24;GS3 Commerce;01/01/2015;2688
FR-24;GS7 Services non marchands;01/01/2015;960
FR-24;GS6 Intérim;01/01/2015;74
FR-24;GS5 Autres services marchands hors intérim;01/01/2015;3330
FR-24;GS1 Industrie;01/01/2015;1053
FR-25;GS2 Construction;01/01/2015;1428
FR-25;GS5 Autres services marchands hors intérim;01/01/2015;4629
FR-25;GS1 Industrie;01/01/2015;1391
FR-25;GS6 Intérim;01/01/2015;164
FR-25;GS7 Services non marchands;01/01/2015;1281
FR-25;GS4 Hôtellerie-restauration;01/01/2015;1086
FR-25;GS3 Commerce;01/01/2015;3000
FR-26;GS2 Construction;01/01/2015;1914
FR-26;GS5 Autres services marchands hors intérim;01/01/2015;5292
FR-26;GS4 Hôtellerie-restauration;01/01/2015;1337
FR-26;GS6 Intérim;01/01/2015;134
FR-26;GS7 Services non marchands;01/01/2015;1318
FR-26;GS1 Industrie;01/01/2015;1600
FR-26;GS3 Commerce;01/01/2015;3641
FR-27;GS2 Construction;01/01/2015;1946
FR-27;GS4 Hôtellerie-restauration;01/01/2015;1055
FR-27;GS5 Autres services marchands hors intérim;01/01/2015;4116
FR-27;GS1 Industrie;01/01/2015;1273
FR-27;GS6 Intérim;01/01/2015;150
FR-27;GS7 Services non marchands;01/01/2015;1013
FR-27;GS3 Commerce;01/01/2015;2701
FR-28;GS2 Construction;01/01/2015;1371
FR-28;GS1 Industrie;01/01/2015;1044
FR-28;GS5 Autres services marchands hors intérim;01/01/2015;3304
