ISO_Code;Grand secteur d'activité;Date;Valeur
FR-71;GS5 Autres services marchands hors intérim;01/01/2016;4460
FR-71;GS2 Construction;01/01/2016;1719
FR-71;GS6 Intérim;01/01/2016;186
FR-71;GS1 Industrie;01/01/2016;1435
FR-71;GS4 Hôtellerie-restauration;01/01/2016;1272
FR-72;GS4 Hôtellerie-restauration;01/01/2016;1016
FR-72;GS2 Construction;01/01/2016;1398
FR-72;GS3 Commerce;01/01/2016;2710
FR-72;GS7 Services non marchands;01/01/2016;1107
FR-72;GS6 Intérim;01/01/2016;157
FR-72;GS5 Autres services marchands hors intérim;01/01/2016;4343
FR-72;GS1 Industrie;01/01/2016;1204
FR-73;GS6 Intérim;01/01/2016;127
FR-73;GS5 Autres services marchands hors intérim;01/01/2016;5837
FR-73;GS4 Hôtellerie-restauration;01/01/2016;2584
FR-73;GS7 Services non marchands;01/01/2016;1095
FR-73;GS2 Construction;01/01/2016;1915
FR-73;GS1 Industrie;01/01/2016;1215
FR-73;GS3 Commerce;01/01/2016;3468
FR-74;GS4 Hôtellerie-restauration;01/01/2016;3128
FR-74;GS5 Autres services marchands hors intérim;01/01/2016;8701
FR-74;GS3 Commerce;01/01/2016;5564
FR-74;GS7 Services non marchands;01/01/2016;1684
FR-74;GS1 Industrie;01/01/2016;2194
FR-74;GS2 Construction;01/01/2016;3052
FR-74;GS6 Intérim;01/01/2016;212
FR-75;GS6 Intérim;01/01/2016;1081
FR-75;GS3 Commerce;01/01/2016;25397
FR-75;GS4 Hôtellerie-restauration;01/01/2016;16560
FR-75;GS5 Autres services marchands hors intérim;01/01/2016;94263
FR-75;GS7 Services non marchands;01/01/2016;8448
FR-75;GS2 Construction;01/01/2016;6162
FR-75;GS1 Industrie;01/01/2016;4303
FR-76;GS3 Commerce;01/01/2016;6284
FR-76;GS1 Industrie;01/01/2016;2313
FR-76;GS2 Construction;01/01/2016;2993
FR-76;GS7 Services non marchands;01/01/2016;2644
FR-76;GS6 Intérim;01/01/2016;367
FR-76;GS5 Autres services marchands hors intérim;01/01/2016;11008
FR-76;GS4 Hôtellerie-restauration;01/01/2016;2614
FR-77;GS2 Construction;01/01/2016;4898
FR-77;GS1 Industrie;01/01/2016;2338
FR-77;GS3 Commerce;01/01/2016;7288
FR-77;GS7 Services non marchands;01/01/2016;2325
FR-77;GS6 Intérim;01/01/2016;303
FR-77;GS5 Autres services marchands hors intérim;01/01/2016;11551
FR-77;GS4 Hôtellerie-restauration;01/01/2016;2520
FR-78;GS7 Services non marchands;01/01/2016;2783
FR-78;GS6 Intérim;01/01/2016;189
FR-78;GS4 Hôtellerie-restauration;01/01/2016;2725
FR-78;GS2 Construction;01/01/2016;3682
FR-78;GS3 Commerce;01/01/2016;7272
FR-78;GS5 Autres services marchands hors intérim;01/01/2016;14428
FR-78;GS1 Industrie;01/01/2016;1716
FR-79;GS2 Construction;01/01/2016;1054
FR-79;GS3 Commerce;01/01/2016;1854
FR-79;GS6 Intérim;01/01/2016;103
FR-79;GS1 Industrie;01/01/2016;839
FR-79;GS5 Autres services marchands hors intérim;01/01/2016;2938
FR-79;GS4 Hôtellerie-restauration;01/01/2016;590
FR-79;GS7 Services non marchands;01/01/2016;752
FR-80;GS6 Intérim;01/01/2016;123
FR-80;GS4 Hôtellerie-restauration;01/01/2016;1036
FR-80;GS7 Services non marchands;01/01/2016;1140
FR-80;GS2 Construction;01/01/2016;1321
FR-80;GS3 Commerce;01/01/2016;2716
FR-80;GS5 Autres services marchands hors intérim;01/01/2016;4067
FR-80;GS1 Industrie;01/01/2016;1082
FR-81;GS4 Hôtellerie-restauration;01/01/2016;668
FR-81;GS7 Services non marchands;01/01/2016;969
FR-81;GS6 Intérim;01/01/2016;84
FR-81;GS3 Commerce;01/01/2016;2473
FR-81;GS2 Construction;01/01/2016;1261
FR-81;GS5 Autres services marchands hors intérim;01/01/2016;3181
FR-81;GS1 Industrie;01/01/2016;1185
FR-82;GS2 Construction;01/01/2016;818
FR-82;GS1 Industrie;01/01/2016;571
FR-82;GS6 Intérim;01/01/2016;72
FR-82;GS3 Commerce;01/01/2016;1580
FR-82;GS5 Autres services marchands hors intérim;01/01/2016;2024
FR-82;GS7 Services non marchands;01/01/2016;597
FR-82;GS4 Hôtellerie-restauration;01/01/2016;466
FR-83;GS2 Construction;01/01/2016;4528
FR-83;GS5 Autres services marchands hors intérim;01/01/2016;10926
FR-83;GS3 Commerce;01/01/2016;7471
FR-83;GS1 Industrie;01/01/2016;2004
FR-83;GS7 Services non marchands;01/01/2016;2742
FR-83;GS6 Intérim;01/01/2016;178
FR-83;GS4 Hôtellerie-restauration;01/01/2016;3774
FR-84;GS1 Industrie;01/01/2016;1293
FR-84;GS4 Hôtellerie-restauration;01/01/2016;1761
FR-84;GS3 Commerce;01/01/2016;4427
FR-84;GS5 Autres services marchands hors intérim;01/01/2016;6084
FR-84;GS2 Construction;01/01/2016;2279
FR-84;GS7 Services non marchands;01/01/2016;1462
FR-84;GS6 Intérim;01/01/2016;174
FR-85;GS2 Construction;01/01/2016;2563
FR-85;GS3 Commerce;01/01/2016;3680
FR-85;GS1 Industrie;01/01/2016;1721
FR-85;GS7 Services non marchands;01/01/2016;1571
FR-85;GS6 Intérim;01/01/2016;223
FR-85;GS5 Autres services marchands hors intérim;01/01/2016;5707
FR-85;GS4 Hôtellerie-restauration;01/01/2016;1602
FR-86;GS7 Services non marchands;01/01/2016;1054
FR-86;GS2 Construction;01/01/2016;1132
FR-86;GS1 Industrie;01/01/2016;897
FR-86;GS3 Commerce;01/01/2016;2130
FR-86;GS6 Intérim;01/01/2016;112
FR-86;GS5 Autres services marchands hors intérim;01/01/2016;3612
FR-86;GS4 Hôtellerie-restauration;01/01/2016;767
FR-87;GS4 Hôtellerie-restauration;01/01/2016;751
FR-87;GS7 Services non marchands;01/01/2016;841
FR-87;GS6 Intérim;01/01/2016;73
FR-87;GS1 Industrie;01/01/2016;828
FR-87;GS5 Autres services marchands hors intérim;01/01/2016;3322
FR-87;GS3 Commerce;01/01/2016;2033
FR-87;GS2 Construction;01/01/2016;958
FR-88;GS7 Services non marchands;01/01/2016;859
FR-88;GS4 Hôtellerie-restauration;01/01/2016;830
FR-88;GS5 Autres services marchands hors intérim;01/01/2016;2696
FR-88;GS6 Intérim;01/01/2016;88
FR-88;GS1 Industrie;01/01/2016;1128
FR-88;GS2 Construction;01/01/2016;1195
FR-88;GS3 Commerce;01/01/2016;2227
FR-89;GS3 Commerce;01/01/2016;1820
FR-89;GS4 Hôtellerie-restauration;01/01/2016;673
FR-89;GS1 Industrie;01/01/2016;824
FR-89;GS2 Construction;01/01/2016;1063
FR-89;GS5 Autres services marchands hors intérim;01/01/2016;2450
FR-89;GS7 Services non marchands;01/01/2016;767
FR-89;GS6 Intérim;01/01/2016;84
FR-90;GS5 Autres services marchands hors intérim;01/01/2016;1076
FR-90;GS6 Intérim;01/01/2016;36
FR-90;GS7 Services non marchands;01/01/2016;287
FR-90;GS4 Hôtellerie-restauration;01/01/2016;258
FR-90;GS1 Industrie;01/01/2016;280
FR-90;GS2 Construction;01/01/2016;332
FR-90;GS3 Commerce;01/01/2016;727
FR-91;GS4 Hôtellerie-restauration;01/01/2016;2129
FR-91;GS6 Intérim;01/01/2016;187
FR-91;GS7 Services non marchands;01/01/2016;2099
FR-91;GS3 Commerce;01/01/2016;6165
FR-91;GS2 Construction;01/01/2016;4187
FR-91;GS5 Autres services marchands hors intérim;01/01/2016;11076
FR-91;GS1 Industrie;01/01/2016;1745
FR-92;GS4 Hôtellerie-restauration;01/01/2016;4474
FR-92;GS6 Intérim;01/01/2016;195
FR-92;GS7 Services non marchands;01/01/2016;3482
FR-92;GS1 Industrie;01/01/2016;1880
FR-92;GS2 Construction;01/01/2016;3085
FR-92;GS5 Autres services marchands hors intérim;01/01/2016;27757
FR-92;GS3 Commerce;01/01/2016;8175
FR-93;GS4 Hôtellerie-restauration;01/01/2016;3415
FR-93;GS7 Services non marchands;01/01/2016;2476
FR-93;GS6 Intérim;01/01/2016;153
FR-93;GS5 Autres services marchands hors intérim;01/01/2016;15141
FR-93;GS1 Industrie;01/01/2016;1012021
FR-93;GS2 Construction;01/01/2016;6837
FR-93;GS3 Commerce;01/01/2016;9132
FR-94;GS4 Hôtellerie-restauration;01/01/2016;2920
FR-94;GS7 Services non marchands;01/01/2016;2490
FR-94;GS6 Intérim;01/01/2016;148
FR-94;GS5 Autres services marchands hors intérim;01/01/2016;15095
FR-94;GS1 Industrie;01/01/2016;1626
FR-94;GS2 Construction;01/01/2016;4447
FR-94;GS3 Commerce;01/01/2016;6956
FR-95;GS7 Services non marchands;01/01/2016;1953
FR-95;GS1 Industrie;01/01/2016;1747
FR-95;GS6 Intérim;01/01/2016;193
FR-95;GS4 Hôtellerie-restauration;01/01/2016;2042
FR-95;GS2 Construction;01/01/2016;4200
FR-95;GS3 Commerce;01/01/2016;5801
FR-95;GS5 Autres services marchands hors intérim;01/01/2016;10347
FR-01;GS5 Autres services marchands hors intérim;01/01/2017;5095
FR-01;GS3 Commerce;01/01/2017;3364
FR-01;GS6 Intérim;01/01/2017;197
FR-01;GS4 Hôtellerie-restauration;01/01/2017;1278
FR-01;GS1 Industrie;01/01/2017;1996
FR-01;GS2 Construction;01/01/2017;2230
FR-01;GS7 Services non marchands;01/01/2017;1150
FR-02;GS4 Hôtellerie-restauration;01/01/2017;782
FR-02;GS1 Industrie;01/01/2017;954
FR-02;GS7 Services non marchands;01/01/2017;971
FR-02;GS6 Intérim;01/01/2017;101
FR-02;GS5 Autres services marchands hors intérim;01/01/2017;3190
FR-02;GS2 Construction;01/01/2017;1270
FR-02;GS3 Commerce;01/01/2017;2278
FR-03;GS5 Autres services marchands hors intérim;01/01/2017;2626
FR-03;GS7 Services non marchands;01/01/2017;853
FR-03;GS1 Industrie;01/01/2017;787
FR-03;GS4 Hôtellerie-restauration;01/01/2017;681
FR-03;GS2 Construction;01/01/2017;995
FR-03;GS3 Commerce;01/01/2017;1948
FR-03;GS6 Intérim;01/01/2017;69
FR-04;GS5 Autres services marchands hors intérim;01/01/2017;1616
FR-04;GS6 Intérim;01/01/2017;156
FR-04;GS7 Services non marchands;01/01/2017;468
FR-04;GS1 Industrie;01/01/2017;388
FR-04;GS3 Commerce;01/01/2017;1108
FR-04;GS4 Hôtellerie-restauration;01/01/2017;666
FR-04;GS2 Construction;01/01/2017;649
FR-05;GS5 Autres services marchands hors intérim;01/01/2017;1903
FR-05;GS3 Commerce;01/01/2017;1164
FR-05;GS1 Industrie;01/01/2017;347
FR-05;GS6 Intérim;01/01/2017;19
FR-05;GS2 Construction;01/01/2017;586
FR-05;GS7 Services non marchands;01/01/2017;418
FR-05;GS4 Hôtellerie-restauration;01/01/2017;897
FR-06;GS1 Industrie;01/01/2017;2056
FR-06;GS7 Services non marchands;01/01/2017;3251
FR-06;GS6 Intérim;01/01/2017;240
FR-06;GS2 Construction;01/01/2017;4608
FR-06;GS5 Autres services marchands hors intérim;01/01/2017;16351
FR-06;GS4 Hôtellerie-restauration;01/01/2017;4664
FR-06;GS3 Commerce;01/01/2017;8715
FR-07;GS7 Services non marchands;01/01/2017;825
FR-07;GS4 Hôtellerie-restauration;01/01/2017;852
FR-07;GS1 Industrie;01/01/2017;798
FR-07;GS5 Autres services marchands hors intérim;01/01/2017;2539
FR-07;GS3 Commerce;01/01/2017;1745
FR-07;GS6 Intérim;01/01/2017;40
FR-07;GS2 Construction;01/01/2017;1154
FR-08;GS2 Construction;01/01/2017;726
FR-08;GS6 Intérim;01/01/2017;65
FR-08;GS7 Services non marchands;01/01/2017;605
FR-08;GS4 Hôtellerie-restauration;01/01/2017;437
FR-08;GS5 Autres services marchands hors intérim;01/01/2017;1788
FR-08;GS3 Commerce;01/01/2017;1236
FR-08;GS1 Industrie;01/01/2017;775
FR-09;GS4 Hôtellerie-restauration;01/01/2017;363
FR-09;GS6 Intérim;01/01/2017;29
FR-09;GS7 Services non marchands;01/01/2017;370
FR-09;GS3 Commerce;01/01/2017;889
FR-09;GS1 Industrie;01/01/2017;381
FR-09;GS2 Construction;01/01/2017;469
FR-09;GS5 Autres services marchands hors intérim;01/01/2017;1329
FR-10;GS2 Construction;01/01/2017;892
FR-10;GS1 Industrie;01/01/2017;671
FR-10;GS6 Intérim;01/01/2017;83
FR-10;GS5 Autres services marchands hors intérim;01/01/2017;2342
FR-10;GS4 Hôtellerie-restauration;01/01/2017;575
FR-10;GS3 Commerce;01/01/2017;1728
FR-10;GS7 Services non marchands;01/01/2017;678
FR-11;GS5 Autres services marchands hors intérim;01/01/2017;3048
FR-11;GS2 Construction;01/01/2017;1115
FR-11;GS1 Industrie;01/01/2017;673
FR-11;GS4 Hôtellerie-restauration;01/01/2017;949
FR-11;GS6 Intérim;01/01/2017;80
FR-11;GS3 Commerce;01/01/2017;2313
FR-11;GS7 Services non marchands;01/01/2017;856
FR-12;GS4 Hôtellerie-restauration;01/01/2017;708
FR-12;GS5 Autres services marchands hors intérim;01/01/2017;2463
FR-12;GS7 Services non marchands;01/01/2017;772
FR-12;GS6 Intérim;01/01/2017;35
FR-12;GS3 Commerce;01/01/2017;2007
FR-12;GS1 Industrie;01/01/2017;886
FR-12;GS2 Construction;01/01/2017;1102
FR-13;GS3 Commerce;01/01/2017;13771
FR-13;GS7 Services non marchands;01/01/2017;5632
FR-13;GS4 Hôtellerie-restauration;01/01/2017;5656
FR-13;GS5 Autres services marchands hors intérim;01/01/2017;23835
FR-13;GS2 Construction;01/01/2017;6526
FR-13;GS1 Industrie;01/01/2017;3914
FR-13;GS6 Intérim;01/01/2017;710
FR-14;GS7 Services non marchands;01/01/2017;1543
FR-14;GS3 Commerce;01/01/2017;4212
FR-14;GS1 Industrie;01/01/2017;1428
FR-14;GS5 Autres services marchands hors intérim;01/01/2017;6938
FR-14;GS4 Hôtellerie-restauration;01/01/2017;1939
FR-14;GS2 Construction;01/01/2017;2175
FR-14;GS6 Intérim;01/01/2017;200
FR-15;GS3 Commerce;01/01/2017;1053
FR-15;GS2 Construction;01/01/2017;562
FR-15;GS6 Intérim;01/01/2017;17
FR-15;GS1 Industrie;01/01/2017;340
FR-15;GS7 Services non marchands;01/01/2017;386
FR-15;GS5 Autres services marchands hors intérim;01/01/2017;1159
FR-15;GS4 Hôtellerie-restauration;01/01/2017;421
FR-16;GS7 Services non marchands;01/01/2017;792
FR-16;GS3 Commerce;01/01/2017;2074
FR-16;GS5 Autres services marchands hors intérim;01/01/2017;2601
FR-16;GS4 Hôtellerie-restauration;01/01/2017;578
FR-16;GS1 Industrie;01/01/2017;966
FR-16;GS6 Intérim;01/01/2017;94
FR-17;GS2 Construction;01/01/2017;2350
FR-17;GS3 Commerce;01/01/2017;4236
FR-17;GS7 Services non marchands;01/01/2017;1401
FR-17;GS5 Autres services marchands hors intérim;01/01/2017;5859
FR-17;GS6 Intérim;01/01/2017;146
FR-17;GS1 Industrie;01/01/2017;1473
FR-17;GS4 Hôtellerie-restauration;01/01/2017;1789
FR-18;GS6 Intérim;01/01/2017;72
FR-18;GS5 Autres services marchands hors intérim;01/01/2017;2185
FR-18;GS2 Construction;01/01/2017;837
FR-18;GS1 Industrie;01/01/2017;709
FR-18;GS4 Hôtellerie-restauration;01/01/2017;598
FR-18;GS3 Commerce;01/01/2017;1536
FR-18;GS7 Services non marchands;01/01/2017;649
FR-19;GS7 Services non marchands;01/01/2017;617
FR-19;GS4 Hôtellerie-restauration;01/01/2017;572
FR-19;GS1 Industrie;01/01/2017;652
FR-19;GS2 Construction;01/01/2017;800
FR-19;GS3 Commerce;01/01/2017;1629
FR-19;GS5 Autres services marchands hors intérim;01/01/2017;1012010
FR-19;GS6 Intérim;01/01/2017;66
FR-21;GS1 Industrie;01/01/2017;1219
FR-21;GS7 Services non marchands;01/01/2017;1267
FR-21;GS6 Intérim;01/01/2017;171
FR-21;GS2 Construction;01/01/2017;1561
FR-21;GS3 Commerce;01/01/2017;3175
FR-21;GS4 Hôtellerie-restauration;01/01/2017;1285
FR-21;GS5 Autres services marchands hors intérim;01/01/2017;4984
FR-22;GS2 Construction;01/01/2017;1934
FR-22;GS1 Industrie;01/01/2017;1229
FR-22;GS3 Commerce;01/01/2017;3239
FR-22;GS4 Hôtellerie-restauration;01/01/2017;1438
FR-22;GS6 Intérim;01/01/2017;187
FR-22;GS7 Services non marchands;01/01/2017;1277
FR-22;GS5 Autres services marchands hors intérim;01/01/2017;4564
FR-23;GS4 Hôtellerie-restauration;01/01/2017;214
FR-23;GS7 Services non marchands;01/01/2017;304
FR-23;GS6 Intérim;01/01/2017;22
FR-23;GS5 Autres services marchands hors intérim;01/01/2017;823
FR-23;GS1 Industrie;01/01/2017;257
FR-23;GS2 Construction;01/01/2017;373
FR-23;GS3 Commerce;01/01/2017;612
FR-24;GS4 Hôtellerie-restauration;01/01/2017;1162
FR-24;GS3 Commerce;01/01/2017;2585
FR-24;GS2 Construction;01/01/2017;1594
FR-24;GS6 Intérim;01/01/2017;78
FR-24;GS5 Autres services marchands hors intérim;01/01/2017;3188
FR-24;GS7 Services non marchands;01/01/2017;925
FR-24;GS1 Industrie;01/01/2017;1015
FR-25;GS2 Construction;01/01/2017;1406
FR-25;GS1 Industrie;01/01/2017;1350
FR-25;GS5 Autres services marchands hors intérim;01/01/2017;4527
FR-25;GS7 Services non marchands;01/01/2017;1316
FR-25;GS6 Intérim;01/01/2017;185
FR-25;GS4 Hôtellerie-restauration;01/01/2017;1053
FR-25;GS3 Commerce;01/01/2017;2941
FR-26;GS2 Construction;01/01/2017;1864
FR-26;GS4 Hôtellerie-restauration;01/01/2017;1301
FR-26;GS5 Autres services marchands hors intérim;01/01/2017;5165
FR-26;GS6 Intérim;01/01/2017;157
FR-26;GS7 Services non marchands;01/01/2017;1323
FR-26;GS1 Industrie;01/01/2017;1581
FR-26;GS3 Commerce;01/01/2017;3583
FR-27;GS2 Construction;01/01/2017;1850
FR-27;GS1 Industrie;01/01/2017;1236
FR-27;GS5 Autres services marchands hors intérim;01/01/2017;4057
FR-27;GS4 Hôtellerie-restauration;01/01/2017;1015
FR-27;GS6 Intérim;01/01/2017;157
FR-27;GS7 Services non marchands;01/01/2017;1003
FR-27;GS3 Commerce;01/01/2017;2671
FR-28;GS2 Construction;01/01/2017;1312
FR-28;GS1 Industrie;01/01/2017;983
FR-28;GS5 Autres services marchands hors intérim;01/01/2017;3241
FR-28;GS7 Services non marchands;01/01/2017;805
FR-28;GS4 Hôtellerie-restauration;01/01/2017;693
FR-28;GS3 Commerce;01/01/2017;2086
FR-28;GS6 Intérim;01/01/2017;88
FR-29;GS6 Intérim;01/01/2017;255
FR-29;GS1 Industrie;01/01/2017;1882
FR-29;GS7 Services non marchands;01/01/2017;2098
FR-29;GS3 Commerce;01/01/2017;4919
FR-29;GS2 Construction;01/01/2017;2501
FR-29;GS4 Hôtellerie-restauration;01/01/2017;2390
FR-29;GS5 Autres services marchands hors intérim;01/01/2017;7361
FR-2A;GS1 Industrie;01/01/2017;386
FR-2A;GS2 Construction;01/01/2017;1019
FR-2A;GS3 Commerce;01/01/2017;1329
FR-2A;GS4 Hôtellerie-restauration;01/01/2017;916
FR-2A;GS7 Services non marchands;01/01/2017;356
FR-2A;GS6 Intérim;01/01/2017;8
FR-2A;GS5 Autres services marchands hors intérim;01/01/2017;2018
FR-2B;GS7 Services non marchands;01/01/2017;421
FR-2B;GS4 Hôtellerie-restauration;01/01/2017;780
FR-2B;GS3 Commerce;01/01/2017;1467
FR-2B;GS6 Intérim;01/01/2017;8
FR-2B;GS2 Construction;01/01/2017;1003
FR-2B;GS1 Industrie;01/01/2017;420
FR-2B;GS5 Autres services marchands hors intérim;01/01/2017;2046
FR-30;GS1 Industrie;01/01/2017;1492
FR-30;GS6 Intérim;01/01/2017;120
FR-30;GS7 Services non marchands;01/01/2017;1773
FR-30;GS5 Autres services marchands hors intérim;01/01/2017;6446
FR-30;GS3 Commerce;01/01/2017;4402
FR-30;GS2 Construction;01/01/2017;2612
FR-30;GS4 Hôtellerie-restauration;01/01/2017;1702
FR-31;GS4 Hôtellerie-restauration;01/01/2017;3115
FR-31;GS5 Autres services marchands hors intérim;01/01/2017;16280
FR-31;GS3 Commerce;01/01/2017;8041
FR-31;GS2 Construction;01/01/2017;4221
FR-31;GS1 Industrie;01/01/2017;2513
FR-31;GS7 Services non marchands;01/01/2017;3436
FR-31;GS6 Intérim;01/01/2017;424
FR-32;GS2 Construction;01/01/2017;675
FR-32;GS7 Services non marchands;01/01/2017;453
FR-32;GS1 Industrie;01/01/2017;422
FR-32;GS6 Intérim;01/01/2017;55
FR-32;GS5 Autres services marchands hors intérim;01/01/2017;1606
FR-32;GS3 Commerce;01/01/2017;1195
FR-32;GS4 Hôtellerie-restauration;01/01/2017;382
FR-33;GS3 Commerce;01/01/2017;10010
FR-33;GS7 Services non marchands;01/01/2017;4053
FR-33;GS6 Intérim;01/01/2017;485
FR-33;GS2 Construction;01/01/2017;5515
FR-33;GS1 Industrie;01/01/2017;2942
FR-33;GS4 Hôtellerie-restauration;01/01/2017;3837
FR-33;GS5 Autres services marchands hors intérim;01/01/2017;17573
FR-34;GS3 Commerce;01/01/2017;7319
FR-34;GS2 Construction;01/01/2017;4142
FR-34;GS1 Industrie;01/01/2017;1928
FR-34;GS4 Hôtellerie-restauration;01/01/2017;3436
FR-34;GS7 Services non marchands;01/01/2017;3105
FR-34;GS5 Autres services marchands hors intérim;01/01/2017;12874
FR-34;GS6 Intérim;01/01/2017;313
FR-35;GS2 Construction;01/01/2017;2996
FR-35;GS3 Commerce;01/01/2017;5957
FR-35;GS4 Hôtellerie-restauration;01/01/2017;2489
FR-35;GS7 Services non marchands;01/01/2017;2515
FR-35;GS1 Industrie;01/01/2017;2114
FR-35;GS5 Autres services marchands hors intérim;01/01/2017;10777
FR-35;GS6 Intérim;01/01/2017;386
FR-36;GS7 Services non marchands;01/01/2017;538
FR-36;GS5 Autres services marchands hors intérim;01/01/2017;1771
FR-36;GS4 Hôtellerie-restauration;01/01/2017;428
FR-36;GS6 Intérim;01/01/2017;56
FR-36;GS1 Industrie;01/01/2017;563
FR-36;GS2 Construction;01/01/2017;636
FR-36;GS3 Commerce;01/01/2017;1194
FR-37;GS5 Autres services marchands hors intérim;01/01/2017;5609
FR-37;GS7 Services non marchands;01/01/2017;1458
FR-37;GS6 Intérim;01/01/2017;162
FR-37;GS1 Industrie;01/01/2017;1236
FR-37;GS3 Commerce;01/01/2017;3196
FR-37;GS2 Construction;01/01/2017;1769
FR-37;GS4 Hôtellerie-restauration;01/01/2017;1452
FR-38;GS4 Hôtellerie-restauration;01/01/2017;2949
FR-38;GS7 Services non marchands;01/01/2017;2748
FR-38;GS6 Intérim;01/01/2017;420
FR-38;GS1 Industrie;01/01/2017;3195
FR-38;GS5 Autres services marchands hors intérim;01/01/2017;12484
FR-38;GS3 Commerce;01/01/2017;7164
FR-38;GS2 Construction;01/01/2017;4463
FR-39;GS7 Services non marchands;01/01/2017;589
FR-39;GS4 Hôtellerie-restauration;01/01/2017;590
FR-39;GS3 Commerce;01/01/2017;1592
FR-39;GS1 Industrie;01/01/2017;927
FR-39;GS2 Construction;01/01/2017;857
FR-39;GS5 Autres services marchands hors intérim;01/01/2017;2091
FR-39;GS6 Intérim;01/01/2017;58
FR-40;GS3 Commerce;01/01/2017;2421
FR-40;GS2 Construction;01/01/2017;1464
FR-40;GS1 Industrie;01/01/2017;919
FR-40;GS5 Autres services marchands hors intérim;01/01/2017;3449
FR-40;GS6 Intérim;01/01/2017;105
FR-40;GS4 Hôtellerie-restauration;01/01/2017;1041
FR-40;GS7 Services non marchands;01/01/2017;867
FR-41;GS3 Commerce;01/01/2017;1603
FR-41;GS2 Construction;01/01/2017;1156
FR-41;GS1 Industrie;01/01/2017;798
FR-41;GS5 Autres services marchands hors intérim;01/01/2017;2496
FR-41;GS4 Hôtellerie-restauration;01/01/2017;709
FR-41;GS6 Intérim;01/01/2017;99
FR-41;GS7 Services non marchands;01/01/2017;712
FR-42;GS7 Services non marchands;01/01/2017;1887
FR-42;GS6 Intérim;01/01/2017;217
FR-42;GS1 Industrie;01/01/2017;2440
FR-42;GS3 Commerce;01/01/2017;4440
FR-42;GS2 Construction;01/01/2017;2523
FR-42;GS4 Hôtellerie-restauration;01/01/2017;1494
FR-42;GS5 Autres services marchands hors intérim;01/01/2017;6957
FR-43;GS5 Autres services marchands hors intérim;01/01/2017;1759
FR-43;GS3 Commerce;01/01/2017;1392
FR-43;GS2 Construction;01/01/2017;815
FR-43;GS6 Intérim;01/01/2017;52
FR-43;GS7 Services non marchands;01/01/2017;676
FR-43;GS4 Hôtellerie-restauration;01/01/2017;506
FR-43;GS1 Industrie;01/01/2017;821
FR-44;GS2 Construction;01/01/2017;3975
FR-44;GS4 Hôtellerie-restauration;01/01/2017;3296
FR-44;GS6 Intérim;01/01/2017;515
FR-44;GS3 Commerce;01/01/2017;7412
FR-44;GS5 Autres services marchands hors intérim;01/01/2017;14454
FR-44;GS1 Industrie;01/01/2017;2793
FR-44;GS7 Services non marchands;01/01/2017;3622
FR-45;GS1 Industrie;01/01/2017;1326
FR-45;GS4 Hôtellerie-restauration;01/01/2017;1297
FR-45;GS5 Autres services marchands hors intérim;01/01/2017;5783
FR-45;GS6 Intérim;01/01/2017;297
FR-45;GS7 Services non marchands;01/01/2017;1448
FR-45;GS2 Construction;01/01/2017;2169
FR-45;GS3 Commerce;01/01/2017;3325
FR-46;GS4 Hôtellerie-restauration;01/01/2017;473
FR-46;GS7 Services non marchands;01/01/2017;420
FR-46;GS6 Intérim;01/01/2017;30
FR-46;GS3 Commerce;01/01/2017;1167
FR-46;GS1 Industrie;01/01/2017;456
FR-46;GS2 Construction;01/01/2017;679
FR-46;GS5 Autres services marchands hors intérim;01/01/2017;1314
FR-47;GS7 Services non marchands;01/01/2017;797
FR-47;GS4 Hôtellerie-restauration;01/01/2017;643
FR-47;GS1 Industrie;01/01/2017;827
FR-47;GS2 Construction;01/01/2017;1105
FR-47;GS3 Commerce;01/01/2017;2241
FR-47;GS5 Autres services marchands hors intérim;01/01/2017;2781
FR-47;GS6 Intérim;01/01/2017;117
FR-48;GS7 Services non marchands;01/01/2017;283
FR-48;GS4 Hôtellerie-restauration;01/01/2017;256
FR-48;GS6 Intérim;01/01/2017;6
FR-48;GS5 Autres services marchands hors intérim;01/01/2017;709
FR-48;GS1 Industrie;01/01/2017;226
FR-48;GS2 Construction;01/01/2017;319
FR-48;GS3 Commerce;01/01/2017;492
FR-49;GS3 Commerce;01/01/2017;4095
FR-49;GS4 Hôtellerie-restauration;01/01/2017;1513
FR-49;GS7 Services non marchands;01/01/2017;2087
FR-49;GS1 Industrie;01/01/2017;1995
FR-49;GS2 Construction;01/01/2017;2335
FR-49;GS5 Autres services marchands hors intérim;01/01/2017;6830
FR-49;GS6 Intérim;01/01/2017;236
FR-50;GS3 Commerce;01/01/2017;2956
FR-50;GS7 Services non marchands;01/01/2017;966
FR-50;GS5 Autres services marchands hors intérim;01/01/2017;3591
FR-50;GS2 Construction;01/01/2017;1485
FR-50;GS4 Hôtellerie-restauration;01/01/2017;1117
FR-50;GS1 Industrie;01/01/2017;1098
FR-50;GS6 Intérim;01/01/2017;148
FR-51;GS4 Hôtellerie-restauration;01/01/2017;1082
FR-51;GS6 Intérim;01/01/2017;166
FR-51;GS1 Industrie;01/01/2017;1168
FR-51;GS3 Commerce;01/01/2017;3156
FR-51;GS7 Services non marchands;01/01/2017;1312
FR-51;GS5 Autres services marchands hors intérim;01/01/2017;4766
FR-51;GS2 Construction;01/01/2017;1558
FR-52;GS3 Commerce;01/01/2017;924
FR-52;GS2 Construction;01/01/2017;469
